,AT5G04140,AT1G70530,AT5G10450,AT1G21670,AT2G25000,AT5G55050,AT4G20860,AT1G72300,AT4G20000,AT1G08090,AT4G01250,AT3G48650,AT4G33430,AT2G22122,AT1G51800,AT3G52450,AT4G35180,AT5G53110,AT1G30730,AT2G39200,AT1G14780,AT4G21870,AT5G46330,AT3G46280,AT1G77380,AT3G49780,AT1G52200,AT5G50200,AT1G15950,AT1G64170,AT5G01540,AT3G45060,AT3G29034,AT1G51890,AT2G30490,AT4G28140,AT5G13930,AT5G06950,AT5G20250,AT1G64280,AT5G20480,AT4G39400,AT5G07440,AT4G23210,AT5G59080,AT5G53460,AT5G67450,AT2G44370,AT5G44585,AT2G25470,AT1G51620,AT5G54160,AT2G41220,AT5G66420,AT2G39530,AT4G30190,AT2G01950,AT1G37130,AT1G12940,AT3G19010,AT1G30720,AT2G15620,AT2G44380,AT1G02450,AT2G02220,AT1G19380,AT2G38900,AT4G24160,AT2G37040,AT1G65490,AT3G59880,AT2G36690,AT4G38560,AT3G26210,AT4G08850,AT2G42360,AT5G37600,AT1G49000,AT3G19930,AT2G30360,AT1G51680,AT3G50470,AT1G61380,AT1G35160,AT3G50480,AT2G31400,AT5G39580,AT1G05300,AT4G01700,AT1G65690,AT3G21080,AT4G27730,AT4G31550,AT4G21410,AT5G40780,AT1G61360,AT2G17740,AT5G48430,AT3G25882,AT2G19190,AT2G44490,AT3G19450,AT2G37710,AT4G31800,AT3G22060
AT4G01250,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7422242414497333,0.3030420203903966,-0.06164191926848077,0.6929942176928371,0.8356117936890716,0.6221116350156641,0.5300600357747857,0.6357731280649813,0.8250385536676352,0.30996327126546325,-0.1635844959031753,0.45586870656175377,0.6301520895275842,0.17610350026921529,0.5315580417152531,0.7122139106807263,0.45166791369565495,-0.0263276614730696,0.3019668467023612,0.7435324763244052,0.2083875518958671,0.5176833702420497,0.6012854616246542,0.5010946888517513,0.18878135867967127,-0.32316005054765795,-0.024938835079304295,0.25474590221582666,0.6457225118102469,0.39785763390704176,-0.05704672238519866,0.3296769746342592,0.6356138333233801,0.0002805975605318167,-0.2815015402516701,0.5683067436671678,0.7345022488585214,0.6416954821989937,0.2551383638826406,0.7632682182782541,0.2388878801789339,-0.18841306724190354,0.47733015848220867,0.5678773002952228,0.1252172177431398,0.11238646152800214,0.06441720533873484,0.03659433908454384,0.7231102449120719,0.6361115783378669,-0.3297104131111187,0.48006685386692144,0.3910937738157397,0.8286721364070496,0.7287054024006547,0.35602916767326476,0.6979436007363096,0.3650903020336728,0.29617296343893684,0.336597784246503,0.8626156519296212,0.5245559284805014,0.36542628586338066,0.6443114879652246,0.6507542063109306,0.2760023364776581,0.6002106194428889,0.3162219468433122,0.3386826512957345,0.3814162512641961,0.5876333028097779,0.5254219308683167,-0.03951099645803157,0.4792787422643676,-0.025299964088023413,0.7560847379618184,0.3653632299298431,0.5709219931647718,0.5557129207883272,0.49865511246770167,-0.06444824309710023,0.8003497594864675,0.5993300309363623,0.39618547084668726,0.7919884276080782,0.6666679121864005,0.6845927036768726,0.42880772669922496,0.5142932823350118,0.7338923488438538,-0.1744968506003826,0.5183593265432269,0.6404108890344655,0.6899133838062758
AT3G48650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14674674304201385,-0.18469515587622853,0.5999228603500815,0.7329958924447214,0.6768209680249515,0.5380779612770333,0.5475531178616945,0.6525870639838435,0.2300000101146934,-0.24890687925309582,0.39087948395411937,0.4192785871270651,0.12055737599968631,0.4859411374881025,0.5122024257575053,0.39133964163442075,-0.010820371677920838,0.25264283731952186,0.8095087801623809,0.19340364584783307,0.4551538177509388,0.5949518643206055,0.3777752622762356,0.17989806527951446,-0.2491152579692056,-0.043866558349251274,0.06783356098270352,0.6823684237992065,0.386049294765051,-0.09361594970574809,0.16887385621411152,0.5770491715035126,-0.05266388455699344,-0.25296721982635345,0.615375584907519,0.6688173236843842,0.5563004380170461,0.2675349384841444,0.6272297538672877,0.15833144693610135,-0.08810979076208938,0.4127475402428144,0.4140702963902437,0.07441750395003528,0.06383045741602648,0.09908001412124039,0.18679429255466107,0.7261845086406048,0.5628975366787656,-0.2535060980316778,0.43991257327111427,0.49058521389894777,0.7287198632323221,0.6159913026914281,0.32569592985504786,0.6268297978016846,0.3347383023850088,0.31647598395152166,0.35465305236069006,0.731567833570117,0.6683683186551569,0.39637757085380304,0.6325602514460422,0.5571336380240424,0.39844389716054096,0.5944986015887437,0.2848785070708985,0.2518776487910852,0.3321990864672335,0.6656876475559846,0.5196446600491306,-0.060572173473966415,0.4664877273079846,-0.09674714536075472,0.6129254450891634,0.3803694831749434,0.5354619686752551,0.49502069174204444,0.493073759685038,-0.12678391548237894,0.6690098400348855,0.47789551698712474,0.4448616976242794,0.6982580223225474,0.4821434110466081,0.46217609474410387,0.5410665578192566,0.4939899972827167,0.6946546606706664,-0.2204863005311326,0.5903045593509588,0.6303139700115181,0.507364670361136
AT4G33430,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1589051939781747,0.389396479869901,0.3271557467978902,0.2773646074154064,0.23316477630655935,0.23132156637657525,0.376248010489026,0.14425049663578818,0.09617181239388373,0.207334485207672,0.2923342162184933,-0.0091027368114257,0.23874787302386835,0.38598620295538455,0.32443051754825286,0.06172952562157362,0.25187262407249383,0.32832527631067493,0.05639767701985541,0.28289652877246135,0.2928222245412221,0.31372869462198605,0.04938335947612472,-0.12023514120798831,-0.048907593961832044,0.19208209538986362,0.2286726085363005,0.11164521459804663,0.16288139569965848,0.18319873025989727,0.3419216657740786,-0.04576772717884053,0.008955574314716164,0.2318255663109055,0.27724941032057854,0.20813533573768672,0.16854971361487628,0.3740403369179312,0.1813250100215539,0.03675829528651434,0.2947214600153423,0.30285003780987224,0.24162706951871554,0.005328560868734314,0.0638218604195677,0.11985501058029752,0.2914964649755746,0.27221087066962363,-0.1122144698777545,0.11429897031146583,0.17780145672895215,0.40567563004051294,0.2699972373418516,0.06660825966359495,0.23673647191430872,0.33881714053898854,0.1798144053279544,0.17868397989784615,0.35921397902567515,0.19686697550747603,0.21078758054424537,0.3087364031988925,0.2942870585318731,0.1721635421342631,0.4088333934309079,0.2362214571335648,0.13472247930913975,0.28701933726681533,0.1539631655766971,0.3695177967546374,-0.271057027646833,0.1524601050899525,-0.08372749715898443,0.2920316714498399,0.19164543232967873,0.27022528554652214,0.28904145099858425,0.12873111387922714,0.03731262013770487,0.26771440412977804,0.39282958925418127,0.18112037476818174,0.3336825114587592,0.3876345566223444,0.3135138388572595,0.19553149297490155,0.19365873978999865,0.3432910163943403,0.019941517441492283,0.3445052018462014,0.1712273716377222,0.4779690643840309
AT2G22122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1477802092497558,-0.10625522920821652,-0.2045273505741929,-0.05696640903258643,-0.13508248651670776,-0.13693725287390082,-0.08814576040883454,0.231427125772656,-0.15946535943180856,-0.07376499484449452,-0.06304401799320807,-0.20129256278127483,-0.13083612129111089,-0.1907963682510482,-0.27929531617348424,0.022728472227474275,-0.23759774648676465,-0.3900145838902619,-0.022210639945870247,-0.2112520789515693,-0.27785552243376704,-0.2281211645648598,0.11287724096163938,-0.12876251229561828,0.08014190254680235,-0.24429789554870165,-0.08142955534316522,-0.14870576345095368,-0.26837557542377444,-0.10202789356319936,0.13885054412116077,0.148002734964212,-0.013246880018582978,-0.08388909392683526,0.13614673817608636,0.030279907276633655,-0.10401150890874986,-0.31050235886493155,-0.050149885421073744,-0.13619202973669212,-0.14644612502401688,0.034802388144996414,0.09016478574100313,-0.12992173407049956,-0.01273153564098168,-0.23125481511879095,-0.25013414594957517,0.27422805225306196,0.1314805539861941,-0.029284665361261033,-0.13534011253147274,-0.06456570120166157,-0.2656931681768784,-0.22957908412269773,-0.30009269176774434,0.058652025838322436,-0.0030434805190523518,-0.13311970368042914,-0.14877235910916067,-0.08889968435461335,-0.16434086891650385,-0.295967505359574,-0.13098665421099298,-0.15389946821320202,-0.12781081485393636,-0.2845008110395306,-0.33643560984649923,-0.06877033081204185,-0.1771390830868001,0.12883424931219287,-0.11185608861195266,0.22863706419305022,-0.21971960362896398,0.0779158601984292,-0.08025533516680963,-0.31885817157212915,-0.0311233855499449,0.17327640036082437,-0.049428986411297546,-0.09383790237761121,-0.27927549698000065,-0.230139948353086,-0.15614315995670475,-0.149303315326697,-0.0888459689339707,-0.14822266193337985,-0.16652924000777983,0.16268624200215495,-0.1775513191361906,-0.13928235561429317,-0.21193531753223158
AT1G51800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6823559916898613,0.7319312782667284,0.6631578561437527,0.5926553453858264,0.8276531096675939,0.2805304601644866,-0.15988515854198865,0.48484293063403827,0.7874839446004447,0.3094305752350058,0.5371932988447649,0.7769046159262146,0.6772082429194526,0.21657721735999078,0.488491226648684,0.7555439237539034,0.2684168898118868,0.6472254732805248,0.7439182268160373,0.635714934274901,0.2437955250203919,-0.2559243668263622,-0.07611439644250556,0.14843045763270066,0.5746130404051525,0.46846329481278615,-0.00932522418621393,0.4171835070311332,0.7585394027532135,-0.0825304250038946,-0.23849183631627432,0.5588417557251291,0.8102143358631501,0.6342506233516725,0.4557758160204826,0.8137575760889216,0.44702847780980504,-0.04169344172354013,0.7019398701529533,0.6212121775092427,0.3564612843340899,0.019224226473745623,0.23482828548455947,0.28905935533475974,0.8210637495726014,0.7508263233399683,-0.32086318903417194,0.6370515838691297,0.5081170284912561,0.8072961461358287,0.5644063608195917,0.3861358088899944,0.5286506483708358,0.6432247430899461,0.21242739171191122,0.5063182616153058,0.7587534945123348,0.6955457265162737,0.5857290622823901,0.7584015339464015,0.794116181181852,0.5540742703715633,0.7082389088752621,0.5879679043989419,0.2105972881202001,0.6108265778554169,0.5838411516851154,0.7364175264831616,-0.0918744715709012,0.5233764064267105,-0.20499914768032265,0.7630623473461284,0.5371034176954582,0.7094320316560808,0.7273097025542766,0.5549784644882788,0.1268765284582073,0.7116716417637071,0.5086190273524698,0.5730726612242885,0.6637775459472007,0.7922376387845058,0.7642581742619241,0.558429524035821,0.7754521995331198,0.6522196619879996,-0.04465030902298092,0.6261725793094584,0.4725442036384971,0.7595301121140235
AT3G52450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168334402252859,0.6013348670444177,0.6605204605456709,0.8068912964698032,0.3714692930142738,-0.12225626275919722,0.5624679735800118,0.5496844819076311,0.18952805058485336,0.4857154749428617,0.6839820843710032,0.45233184644415586,0.0014873004484498617,0.2685392390889159,0.8197974745790252,0.21999482473537355,0.5644975958734608,0.6277354995779705,0.4695108293584651,0.18117127252557236,-0.269846186703915,-0.06409606706964628,0.16827891972412848,0.6176964337681005,0.32860647130476067,-0.12059160431437503,0.24771239689727265,0.5910575218462392,-0.044418065360075344,-0.3052460805036115,0.5288817708273063,0.7638230385233445,0.638918075116778,0.2627862640760025,0.7680224378802062,0.19262006140520138,-0.1076031885753296,0.4271130382526988,0.4730218549623604,0.17490124547311442,0.09367740319802087,0.03934439214653748,0.10119384836675964,0.7776951221055124,0.5935681279705736,-0.36337635838801674,0.5405488210179912,0.2781081579573891,0.8289218692786989,0.7752120788948892,0.492581193993332,0.6705402072779243,0.3530920010733251,0.28972131310352167,0.4141602108474481,0.8058917888811398,0.5000780229482598,0.4029421763111067,0.6375387474568822,0.5922645071533122,0.28231311824863375,0.6468831224159279,0.3478279927663709,0.33135167267185023,0.36625246611199797,0.582318941234566,0.5724063590075178,-0.05413613649095903,0.3411739791126743,-0.030097474863401957,0.7396706675017373,0.40672669667074435,0.5904732057611549,0.5234468801463478,0.33496804166782645,-0.0029901140994157325,0.7563374515311586,0.6618257186383281,0.48273650904016663,0.8701534375038695,0.5948842503645331,0.6148461400339325,0.39371048157059674,0.40649569794935675,0.8206503655268774,-0.10337364646831557,0.5015066672827165,0.5701213395386859,0.6770589305966548
AT4G35180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6617177865678677,0.5018001997132641,0.7164482056428345,0.24588731191927737,-0.21028837593255423,0.3124101042964239,0.5929160577123707,0.45046102173843855,0.5147000447932714,0.6596586102243349,0.6209901692127358,0.08884647588373909,0.4389182556385043,0.803177438384404,0.3551891183946511,0.6493472252308384,0.7662437967067385,0.6144397478780301,0.2084978307630806,-0.21148613057827198,-0.04107556694965886,0.09413477199796658,0.648581655789111,0.3686632909168508,-0.026813239334763057,0.2903682212173388,0.7677548012746261,-0.12051950862757461,-0.250630617906624,0.613933688853864,0.7420230753884237,0.6366886245325102,0.36296883783305434,0.7500676330831232,0.35933802491830535,0.14768003269990965,0.5757795184622534,0.5551041474743047,0.34302897400389926,-0.041677194704195134,0.14197107193296374,0.34379122881554175,0.6532978594674193,0.5078426417378672,-0.3276927846455773,0.5536806578037493,0.646694311723712,0.7841243408473146,0.5184919613473239,0.41828484803456745,0.5209235891951783,0.375336497512273,0.32195342886524103,0.5121734001530486,0.6648722179265157,0.7405604118372545,0.6486696528267192,0.5835360031873168,0.7293670326995515,0.6217013640253749,0.6705575142095727,0.3099875822230462,0.22369396838417943,0.35240184611870173,0.6745307078454477,0.6915565117727323,-0.26333518546653345,0.5969096206278447,-0.2550259999098403,0.6357391479444326,0.42745221793241694,0.5836026316595773,0.7026137173651931,0.7009246905009205,0.17190272252774486,0.5364546864416513,0.43257708089149516,0.6799730288663491,0.683579476291708,0.6378592714473136,0.5103960463634385,0.7961073644130489,0.5383170571476781,0.6159335647350612,0.02346997276155425,0.7193058889029902,0.6864247624045353,0.6595803361859177
AT5G53110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5759576185739896,0.7192657770371345,0.4433603826478948,-0.10872856519294556,0.36771055828752525,0.59718002179904,0.4573250610461411,0.5509112918700803,0.6508137082163533,0.6773864619654313,0.01887786700761751,0.6018087815482314,0.669103898098246,0.2882955199692262,0.6757652029106235,0.7262296963524751,0.4636534869339715,0.1421682570941562,-0.30455108976051887,-0.06403896212889211,0.11547783311752845,0.5186174879342703,0.20751821720564456,-0.14945190636903619,0.16744630762499063,0.6542357904103169,0.06400804703749652,-0.224650241114308,0.6406771443763432,0.7698374717207781,0.6442561954416816,0.5235416098962499,0.6923515656481605,0.3270774098297487,0.1705967754826779,0.5315620658076098,0.5301708278659151,0.41204347490671844,0.03874830557514715,0.005439056990570842,0.5569226280041473,0.6341864896139118,0.5028537536981519,-0.33466575900405937,0.7297493930611624,0.5588532357263251,0.742176325791311,0.5140903735079482,0.382209924642255,0.32358921890885173,0.39612391381665835,0.2671053698285935,0.537198971200519,0.6456125570941708,0.6427973910153345,0.6786265287146155,0.5670700351408108,0.6300550599786285,0.6353847358497487,0.7640073079001394,0.4720992103130701,0.0956369234492199,0.337149619855504,0.6674585890608511,0.6375458004721642,-0.1537129941199164,0.5035112032638803,-0.15630398744126447,0.5502859881173764,0.6337668639040555,0.6114705793346887,0.6748333082385606,0.5578964828647391,0.222078080059082,0.49980458417540413,0.34507452370683045,0.6424477236669145,0.6060331410642328,0.6440145383920015,0.4711339392078151,0.6338480183925479,0.5116848094498829,0.6144303420144965,0.07545771626758215,0.655665713268533,0.5298149381692915,0.5501786686099556
AT1G30730,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902852100304925,0.3501945654534877,-0.08518448332087443,0.3122886907481439,0.6512861380749368,0.30795358782474674,0.5246224776680677,0.6729189918463984,0.5889084746965634,-0.0767804167712551,0.5292521813228787,0.6179093698227376,0.274031717831076,0.5653323413225232,0.6326007035076567,0.48985695832888293,0.09137653888358861,-0.21433638677587136,-0.03340977654434313,0.2659456205525348,0.51391721978813,0.25042704287373746,-0.021464738848170944,0.28322995546670215,0.5891384541081935,0.1364998302619695,-0.30992666395901075,0.5725976245689274,0.7919553826780165,0.768376328239862,0.44276753732600205,0.7072793219131122,0.2051181233433172,0.017824447047304997,0.5237831366346357,0.5736446146306449,0.241809992175014,0.10811495498345933,-0.12801451027596555,0.22824130314410251,0.5468754149061352,0.7169640543505251,-0.44630440161062673,0.6241268328025473,0.3327827744488532,0.7138987642546891,0.5629335314433943,0.3569213742848113,0.3140022866281172,0.2842096111149425,0.13081201318142013,0.4324512091705899,0.7472980113521028,0.4059064576979791,0.5481269903792606,0.4802688000414885,0.5208563389914891,0.45157758431796063,0.6601751756817945,0.4069392573153475,0.21891554450841666,0.30819161812741214,0.4695961649927354,0.5854782927552721,-0.18827251860528676,0.5052090800418468,0.03563707725271628,0.6674047472734789,0.5631919373101064,0.48570536241381534,0.48319600378003025,0.46811437748261686,0.18368693262883243,0.4981246343800634,0.5811724461132344,0.5978861995755771,0.6791545186232218,0.6929372959812211,0.6382212280467223,0.3607422340131105,0.4469381185650755,0.6160393425260422,-0.040318332716057954,0.437520421842063,0.3786827079994296,0.6249799265511695
AT2G39200,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4075840646076735,-0.11386220528127995,0.4599674719867371,0.7950907623364746,0.33534393553057085,0.5667321689857789,0.8252661765181291,0.7068598767971387,0.04787753719143446,0.5475902182333016,0.8087711439106277,0.375073422831337,0.7056813767891524,0.7468187109920366,0.7018523036963186,0.22281311619987357,-0.27426096243411535,-0.1043245094978225,0.18333050250744026,0.6219859979024231,0.35617623785630986,-0.040839201541194595,0.340703883432634,0.743684165710468,0.004826411681526234,-0.27455033763988124,0.6151678204599178,0.9057105551881429,0.7829668744470095,0.4750127960993665,0.8772617018109967,0.41874996418939975,-0.0214489916889444,0.6303465946047927,0.6774953628690615,0.37979560701504617,0.08942322411621996,0.03277487248287231,0.2550953638552909,0.7505726285348142,0.7231874726227312,-0.38997024739738495,0.6751217068876073,0.4693276159779306,0.8844257321084553,0.6850059489102798,0.46935996880829794,0.5739669653567913,0.48768158462965866,0.25167721095189133,0.5093697571218581,0.8905360240912739,0.5897985601839153,0.5645312807519939,0.6826017103654185,0.7413573084233991,0.5113674945946042,0.7478345819382256,0.4570843672032705,0.2596817729020162,0.43695392789943527,0.5896270488831219,0.7437358975611736,-0.14170481003032304,0.5590441192489728,-0.09623713049009443,0.7973749364615164,0.5826161493509896,0.6671404335718841,0.6702941374430965,0.5688470617947724,0.16782107363416335,0.73106485111556,0.6481683205081891,0.626609543677218,0.8332419979072381,0.8405906953306945,0.7522663591043082,0.5344816733052388,0.6019054009552015,0.7590896910054348,-0.012760329045644428,0.6216052138614692,0.5767710534584657,0.8069855915690888
AT1G14780,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08854142670437631,0.1900940630200562,0.3004662858161992,0.28665029028245975,0.2688776601516482,0.36565669948223933,0.3883106334852115,0.1735500796253642,0.3263828902921077,0.29494834888055477,0.11157638929714322,0.2686350215777179,0.2699337482745589,0.22539270355515206,0.21916890826986,-0.21273255356820966,-0.05665190750002524,0.20040349240335104,0.43143237368830734,0.20145182075089238,0.004654128119931761,0.11133904195457568,0.3542836257281099,0.06942092873196791,-0.3106674924675161,0.39247975885168507,0.33280897453700176,0.3051826099831881,0.40759261238787586,0.3953607685459029,0.19914634142822818,-0.002505543135368555,0.2899123232375544,0.24823449415212087,0.22693226303604555,0.044942543529990095,-0.008584911978974475,0.32449663800926587,0.24851735664486213,0.21637476556305815,-0.2685894277354467,0.42924281415798854,0.10003948004302589,0.33465878504844565,0.4481568174953395,0.1945389194447934,0.20899611626456369,0.26344194344755295,0.260662952293766,0.3841001389497442,0.2567122647045978,0.32175262164353896,0.2946531982648162,0.4125795771021463,0.4142525031829678,0.33351981825956056,0.3440245753476132,0.38274086388739886,0.3276412199381516,0.214533222827456,0.19634572720110985,0.4516203564144159,-0.25068954681038075,0.2485958995810921,0.06740703469025128,0.3263485104837078,0.3984036102214179,0.23985421731506804,0.2783778160430669,0.16704854835502583,0.11862062246458449,0.22201948503347452,0.3773215418320822,0.41513292936843316,0.3656616421978523,0.25156541009660316,0.18480553143034398,0.13844637929294773,0.24365264041578164,0.30809905744564325,0.018063225748779776,0.3478746803745443,0.33931537011265134,0.24113869611778083
AT4G21870,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048536168682885066,-0.19600175683783408,-0.21116888219922658,-0.12165709171866747,-0.1715787337408036,-0.0953461399618421,-0.1271879502606848,-0.02442691747610553,-0.22067928752363913,-0.08606041800427726,-0.0829601055547103,-0.26711870417281836,-0.13135399495395947,0.018799783791906704,0.11336754924518024,-0.0920552097464486,0.1435254927836877,-0.2791700782484934,-0.10436826057934918,-0.009387598081732049,-0.16566060162892857,-0.18786079813803086,0.15943987575834512,0.23897079496692566,-0.12798519013519388,-0.17717340840925078,-0.07748756345396413,0.05339769359936382,-0.14994549355825731,-0.06763954711290064,-0.10453237812984083,-0.16798805609125436,-0.18799234416771754,-0.057048842175313,0.14357386886920293,-0.04812156427088043,0.03148545302043759,-0.2316263017918301,-0.19391356353267974,0.16108381955641574,-0.04128615627945301,-0.18978859674976073,-0.17668003946986632,-0.041053300530924396,-0.08853291652447856,-0.16581477552324098,-0.06563340204110525,0.1561088318438133,0.06579780365408296,-0.2523363430284671,-0.18539373872670994,-0.15851965494214795,-0.16637952254474891,-0.21817548336426773,-0.13506049469853193,-0.1143763370095152,-0.02211380036648891,-0.1930706333468383,-0.07710665927277317,-0.13923990580097326,-0.10984011550498751,0.03080300340077844,-0.07492348787736455,0.2285530461895198,-0.2338915285641615,-0.007643542104486807,-0.14310723048015195,-0.247278983365518,-0.17700187983656682,0.14143374291241334,-0.1742198077629536,0.04240041265265338,-0.15006167095538467,-0.18002644311139812,-0.15519844550566617,-0.18101101679936885,-0.18752687936488682,-0.15007684247054565,-0.09609186068055194,0.12246048665459591,-0.20120023319071204,-0.08576477882621587,-0.0816508680791255
AT5G46330,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573129144843372,-0.07445996637837779,0.11469264777120888,0.3536111432014615,0.16608665546700813,0.15204129780543707,0.11186417929182021,0.4703607207491502,0.17885171726353943,0.2143261430685791,0.28504449363023604,0.19544011689369842,0.2556088214262379,-0.20633553373573915,-0.13863579750870214,0.18339916901782644,0.4289918707802819,0.29394452214576755,-0.020975702436116354,0.13570212817447116,0.25385242752433834,0.006734362821619692,0.008148219966245145,0.15423883990704765,0.4496289250662377,0.2978682118213088,0.11207100146147632,0.3488906985123736,0.10281093195653537,-0.06549046941150892,0.21694151198524145,0.04222065726895127,0.09700504163330141,0.093425296141073,0.19426604556619365,0.1563122996375096,0.5446913333988455,0.35901976294434634,-0.18733273631635447,0.29218947431906445,-0.027767768811390328,0.5066002814601005,0.47800458423727255,0.40931789829515386,0.33289246929505517,0.3214594475264013,0.13461255193725605,0.21152924577213025,0.4051069935396832,0.3241322344210323,0.18650928105000444,0.5384240086901375,0.2794535104847739,0.10676455762205345,0.3537895849504543,0.4044914962021111,0.07495464909918677,0.3991903499391588,0.3812074033293039,0.40891887905827173,0.04674236900870087,0.10005711598867748,-0.0442228023642941,0.4505114250622759,0.1780083006348352,0.3706467051758145,0.27152449881429447,-0.027231140702908913,0.08602001831143365,0.5054298273939362,0.3428429487732459,0.2720419504000377,0.533711054770329,0.24674777113610274,0.3604045448101068,0.14867183943117318,0.21075612907135896,0.5742705652624721,-0.21171484676391322,0.3150510500143355,0.2390447351286354,0.37102872053361935
AT3G46280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3743117215151492,0.4836304695114372,0.7686242585163758,0.6807025668293731,0.16641708714294173,0.5868993819325349,0.620341718907575,0.2582131174764387,0.6296391425340162,0.6754184154290482,0.6213824834589978,0.11672765444142845,-0.15826491752145838,-0.035971694600457634,0.14687952276200236,0.4305250289517184,0.2862752039444257,-0.01481724029002651,0.40915750315520416,0.7162049846538079,-0.051842733776419556,-0.2928459691968645,0.5366112646044745,0.7981417199330515,0.698317285797623,0.47226643915616423,0.7621425607784371,0.45052638590019656,-0.02577718979933852,0.7132222014855145,0.7314049369922847,0.44009999824131385,0.01888141854208935,0.07801406197030059,0.2688966902902196,0.5758816271161186,0.7000307899326871,-0.3042657702381576,0.6033734148714247,0.43670571874783914,0.690597482816865,0.4694692132435833,0.25632454926865383,0.3606959257060846,0.5091050580438087,0.077234984659706,0.4846416318426827,0.7491704442899191,0.5566182083050395,0.5430366884913786,0.5764057261173596,0.7195527174463329,0.5709833834257678,0.6339774690203392,0.469275575315664,0.13880345880107084,0.48304119639572574,0.498289833114008,0.6571357979775132,-0.18976221021738796,0.5399457327189706,-0.07273800035606424,0.7437162327754053,0.5873435387144595,0.6157052032085968,0.6204190433581905,0.6241332794994214,0.2833505273747509,0.5978918643403323,0.4340590076159927,0.5459476393075539,0.5246951833763557,0.8438246933541294,0.7680051688124332,0.44789964952565187,0.6603883491022706,0.4666431403501185,-0.06189484303265948,0.48200515814445993,0.39863093414098216,0.6569587559997946
AT1G77380,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3998093825586021,0.43105875838634566,0.495504413792168,-0.12161951773774274,0.38741821370758284,0.23212963052855126,0.3521060370509081,0.5376178637566,0.6024588687383206,0.4043914543603486,0.10852041626556543,-0.10526742050684243,0.019526665837310504,0.0357475307728072,0.2093744263441269,0.041150867289752376,-0.051349608925717,0.34641361723828773,0.42679661801398994,-0.069686729951882,-0.160577757967075,0.23699320243091018,0.35165036501204566,0.3357160428526146,0.22736470193308414,0.33556016971599545,0.22071949400836122,0.2505532146070922,0.2398466174755051,0.42688041058815623,0.35187340362174596,-0.0767453166404039,-0.017436661787725946,0.17458179278905384,0.19427834000116956,0.1782421250747017,-0.2720786267609995,0.36388232914154767,0.3615201150390597,0.34676120427061763,0.04978362576970209,0.24548848567980402,0.17053619331999761,0.07384979571872564,-0.17881831319425723,0.16936734487065774,0.29273168630908664,0.2714347070294093,0.4676574684099902,0.09009864050323708,0.3958122177449442,0.41063235372018997,0.26481310216520815,0.09057479253837533,0.265549689513396,0.04260687249512736,0.27564846545876964,0.34067589643584606,-0.04921513155123983,0.31955139902186036,-0.2065822079429955,0.24283765054149167,0.3149906224346028,0.1863990152286873,0.559607239574114,0.4449825449356127,0.15309060170619643,0.05341872839036843,0.13137971318346187,0.5020966755125735,0.3132432423239036,0.3771064313837206,0.24700678581315913,0.44472738213324464,0.2729331541486151,0.1844426545763345,0.05701706760748445,0.23334612091840662,0.28850462888542777,0.27986812448114434
