gene1,gene2,value,rank
AT3G14240,AT1G30600,0.3188503708519205,13
AT5G67450,AT2G25470,0.6205232649715329,13
AT1G15950,AT3G19930,0.4875923193828941,13
AT4G20860,AT2G39200,0.8060096067528868,13
AT5G53460,AT1G35160,0.2416242411634909,13
AT3G50480,AT5G37600,0.6165316759451388,13
AT1G15950,AT4G28140,0.305664705101949,13
AT4G21870,AT2G01950,0.14357386886920293,13
AT2G19170,AT1G01900,0.2091094068773434,13
AT5G59080,AT2G01950,0.1751228138637842,13
AT1G52200,AT1G65690,0.7610264655517879,13
AT5G50200,AT3G26210,0.6660293493282273,13
AT3G45060,AT4G28140,0.40516923744385663,13
AT5G04140,AT5G53460,0.271163693307775,13
AT1G30600,AT1G35160,0.19785554542447453,13
AT2G30490,AT3G22060,0.718123805964793,13
AT1G51800,AT3G22060,0.7595301121140235,13
AT3G19010,AT2G36690,0.7617397185924327,13
AT5G54160,AT4G30190,0.4688281460171148,13
AT3G19010,AT2G02220,0.7716916058754658,13
AT2G15620,AT5G51750,0.2409496101402564,13
AT1G08090,AT2G31400,0.15345525779928454,13
AT4G39400,AT5G67360,0.2421829741517836,13
AT4G20000,AT2G44380,0.7099000525322587,13
AT1G02450,AT2G37710,0.6477166725067495,13
AT3G52450,AT1G51620,0.7680224378802062,13
AT5G59130,AT5G13930,0.2322094248031868,13
AT3G52450,AT5G39580,0.7396706675017373,13
AT2G30490,AT5G54160,0.6235891920555467,13
AT4G01250,AT1G19380,0.7287054024006547,13
AT4G39400,AT5G03620,0.1360755075069453,13
AT5G51750,AT2G39850,0.1874534640836936,13
AT4G23210,AT2G44370,0.7815485546338974,13
AT5G13930,AT3G14067,0.17636588501482675,13
AT5G01540,AT1G49000,0.7514697412104863,13
AT5G66420,AT2G19190,0.6163134123421032,13
AT5G53110,AT1G65690,0.6748333082385606,13
AT4G21323,AT5G59810,0.10315238299385547,13
AT4G34980,AT1G30600,0.3157898026118257,13
AT4G21323,AT4G26330,0.1248115484627184,14
AT3G50470,AT4G31800,0.6223603903016197,14
AT2G19170,AT5G45650,0.2483106984695841,14
AT1G12940,AT4G27730,0.4354689105176456,14
AT4G21870,AT5G53460,0.2389707949669257,14
AT5G67450,AT3G21080,0.6314260732307896,14
AT5G13930,AT5G44530,0.1830522140835565,14
AT5G66420,AT5G48430,0.675651093866981,14
AT1G37130,AT2G15620,0.2409390346022641,14
AT1G71950,AT2G30360,0.3909127566510043,14
AT1G30720,AT3G19930,0.6887715425719904,14
AT3G46280,AT4G23210,0.7162049846538079,14
AT1G66220,AT2G39850,0.15937430667922114,14
AT5G01540,AT1G51890,0.7474719202623603,14
AT2G36690,AT5G48430,0.7603481275147767,14
AT3G26210,AT2G37710,0.6461281966723795,14
AT3G29034,AT5G44585,0.6710864788853629,14
AT5G58840,AT5G19660,0.17553749396218715,14
AT2G37040,AT3G19930,0.5384414297490011,14
AT2G41220,AT5G59090,0.2332624854202001,14
AT2G05920,AT5G13930,0.28500916099735274,14
AT2G38900,AT5G67090,0.4368206908018254,14
AT5G59130,AT1G30600,0.22231076056217247,14
AT2G15620,AT5G67360,0.24181120961780955,14
AT1G51890,AT2G02220,0.7642645453690935,14
AT1G65690,AT3G25882,0.6725405475817168,14
AT1G51890,AT2G17740,0.7425778002360466,14
AT1G51890,AT4G23210,0.7319197563288949,14
AT3G46280,AT5G66420,0.7132222014855145,14
AT3G46280,AT2G42360,0.7195527174463329,14
AT5G66420,AT2G37040,0.6150026435862349,14
AT2G25000,AT2G41220,0.4524638905778791,14
AT3G14240,AT2G15620,0.3104525741081113,14
AT3G48650,AT3G52450,0.7329958924447214,14
AT5G10450,AT4G27730,0.3248274182813155,14
AT5G53110,AT2G44370,0.7698374717207781,14
AT3G48650,AT3G50470,0.6656876475559846,14
AT5G53110,AT3G50470,0.6674585890608511,14
AT4G34980,AT2G22122,0.24368752293184096,14
AT4G35180,AT3G21080,0.7009246905009205,14
AT4G20860,AT1G51620,0.7678342789028327,14
AT2G22122,AT5G51750,0.17411012210818647,14
AT3G48650,AT2G44490,0.6946546606706664,14
AT3G48650,AT1G61360,0.6982580223225474,14
AT2G39200,AT5G39580,0.7973749364615164,14
AT4G20860,AT3G46280,0.7154458579677198,14
AT2G06050,AT5G07440,0.4185625014765389,15
AT3G46280,AT1G30720,0.7000307899326871,15
AT2G30490,AT2G17740,0.7279464968226764,15
AT4G01250,AT5G01540,0.7435324763244052,15
AT1G52200,AT5G50200,0.7364002386493703,15
AT1G51890,AT2G39530,0.7269445768936824,15
AT3G26210,AT3G25882,0.6346080966147192,15
AT2G01950,AT4G26330,0.12203746022506153,15
AT4G01250,AT1G51620,0.7632682182782541,15
AT1G51890,AT2G44370,0.7686956317136362,15
AT2G41220,AT4G15040,0.2206791284916273,15
AT2G41220,AT5G67360,0.2368636351228552,15
AT4G35180,AT1G61380,0.6915565117727323,15
AT5G54160,AT1G51680,0.5004766853159961,15
AT5G59130,AT1G35160,0.2184640799635125,15
AT3G48650,AT3G19010,0.7261845086406048,15
AT1G49000,AT2G37710,0.6858217296398983,15
AT3G48650,AT4G31550,0.6690098400348855,15
AT1G64170,AT5G67450,0.6162000585014444,15
AT5G10450,AT2G22122,0.1803810279324253,15
AT5G44585,AT3G26210,0.6642499849733868,15
AT1G04110,AT1G30600,0.17494453623960893,15
AT3G29034,AT3G25882,0.6567180687268223,15
AT1G70530,AT2G37710,0.6678483901886689,15
AT1G04110,AT1G01900,0.12140232065955026,15
AT3G14240,AT4G00230,0.2259043759988,15
AT2G05920,AT2G15620,0.2762343447980527,15
AT1G51800,AT4G23210,0.7585394027532135,15
AT4G39400,AT4G00230,0.12631876089609112,15
AT4G21326,AT1G15950,0.28072739422710946,15
AT1G62340,AT4G00230,0.08241721447667251,15
AT5G04140,AT2G22122,0.2557633342018891,15
AT4G34980,AT2G31400,0.21165185782234652,15
AT1G20150,AT5G58840,0.1629215432645539,15
AT4G21870,AT5G44530,0.16396999289165898,15
AT1G19380,AT3G59880,0.6246912797390688,15
AT4G20860,AT2G39530,0.7150430217571029,15
AT2G02220,AT1G49000,0.7583483815561454,15
AT4G21326,AT5G03620,0.1578363816625758,15
AT4G20000,AT3G29034,0.7046863353147225,15
AT4G23210,AT1G61380,0.7108745379387703,15
AT5G13930,AT5G53460,0.2327513910611799,15
AT5G50200,AT2G42360,0.7175346706839776,15
AT5G44530,AT2G15620,0.21436595888194868,15
AT5G46330,AT5G67090,0.4383336026519313,15
AT5G59080,AT3G19450,0.18960484381094514,15
AT5G53460,AT5G45650,0.2470448821036273,15
AT1G51800,AT2G36690,0.7587534945123348,15
AT2G39200,AT3G46280,0.7950907623364746,15
AT4G20860,AT4G01250,0.7183488401410244,15
AT4G20000,AT2G17740,0.727923635865345,16
AT1G64170,AT1G12940,0.5681035715834938,16
AT4G20000,AT4G23210,0.7079996118360182,16
AT4G35180,AT4G31800,0.6864247624045353,16
AT1G15950,AT5G59190,0.2794252317220709,16
AT2G36690,AT4G31550,0.7563865465926933,16
AT1G52200,AT2G44370,0.7649564008356426,16
AT4G20000,AT1G05300,0.7038046073862215,16
AT5G01540,AT4G38560,0.7426274390373206,16
AT5G66420,AT5G39580,0.7272334078505802,16
AT4G20860,AT5G48430,0.7079749846592992,16
AT4G38560,AT3G21080,0.6412580330725031,16
AT1G52200,AT3G19010,0.7291210819010958,16
AT2G39530,AT3G21080,0.6470395124847785,16
AT5G53110,AT1G51890,0.7262296963524751,16
AT1G12940,AT3G59880,0.5358641430407979,16
AT5G04140,AT3G14067,0.22308651858162126,16
AT3G25882,AT4G31800,0.6050148152529821,16
AT2G31400,AT5G59100,0.12850274498212827,16
AT4G08850,AT2G19190,0.6465027094959781,16
AT1G70530,AT1G49000,0.6824509724880191,16
AT1G64280,AT2G37710,0.6419619554281298,16
AT4G31550,AT2G44490,0.6934390138272692,16
AT4G39400,AT5G53460,0.2056320164292398,16
AT5G11940,AT5G59810,0.1921745047379448,16
AT4G34980,AT4G21870,0.19621207222009995,16
AT4G21870,AT2G15620,0.16108381955641576,16
AT4G21326,AT1G30600,0.16366922578484186,16
AT4G21870,AT2G39850,0.15457189363477367,16
AT2G05920,AT3G19450,0.26843136479685353,16
AT4G23210,AT2G02220,0.7580887750257209,16
AT5G59080,AT5G45650,0.21902246057910046,16
AT4G00230,AT5G67360,0.21819221152194496,16
AT3G46280,AT1G51620,0.7621425607784371,16
AT3G14240,AT2G22122,0.22266803840161048,16
AT1G30730,AT2G39200,0.7902852100304925,16
AT1G71950,AT1G32950,0.3828206970180466,16
AT3G46280,AT5G44585,0.698317285797623,16
AT1G51800,AT4G08850,0.7584015339464015,16
AT5G59130,AT3G14067,0.2097808987501893,16
AT4G01250,AT3G19010,0.7231102449120719,16
AT1G04110,AT5G59100,0.10973762231162908,16
AT5G45640,AT5G51750,0.1305333450288897,17
AT3G52450,AT2G44370,0.7638230385233445,17
AT1G19380,AT5G39580,0.7198343355373299,17
AT5G07440,AT3G19930,0.4608258992983335,17
AT2G25000,AT2G25470,0.5091823032897461,17
AT2G22122,AT2G05920,0.1866981840474997,17
AT5G44530,AT5G45640,0.1347627264344061,17
AT1G30600,AT1G01900,0.1553518184362797,17
AT4G20000,AT2G02220,0.7552388582601505,17
AT1G20150,AT1G62340,0.13867134944539036,17
AT4G34980,AT4G00230,0.17513541109314562,17
AT2G15620,AT3G14067,0.1312257055214261,17
AT5G53460,AT3G14067,0.1721468419171142,17
AT2G04160,AT5G51750,0.21123007532705915,17
AT5G44585,AT1G51620,0.755234810018801,17
AT1G30600,AT5G67360,0.20140054567027188,17
AT2G39530,AT2G42360,0.706476954619976,17
AT1G30720,AT4G31550,0.6724031735782535,17
AT1G51890,AT2G36690,0.7535306732286534,17
AT1G51890,AT5G40780,0.7241135244621191,17
AT4G01250,AT4G24160,0.6979436007363096,17
AT4G23210,AT4G38560,0.7003857610458499,17
AT1G70530,AT4G20860,0.7038356891611434,17
AT3G19010,AT1G30720,0.7131717776349292,17
AT5G01540,AT5G39580,0.7387704979565669,17
AT5G53110,AT2G37710,0.655665713268533,17
AT5G59190,AT5G45650,0.2143734280320262,17
AT1G52200,AT2G42360,0.7256708821509901,17
AT2G31400,AT5G59090,0.11956162579415558,17
AT4G20860,AT1G51800,0.7569205194687927,17
AT1G49000,AT2G44490,0.6916919713691226,17
AT4G27730,AT3G19450,0.30233291681106245,17
AT2G19170,AT2G41220,0.20892471101452026,17
AT1G49000,AT1G05300,0.6721902658441199,17
AT4G00230,AT5G19660,0.15537533588242072,17
AT3G14067,AT4G00230,0.12693970153615586,17
AT2G39850,AT1G35160,0.15371076965588693,17
AT2G39200,AT5G44585,0.7829668744470095,17
AT4G21326,AT1G20150,0.142632729345595,17
