"AT3G50220",50
"AT1G45063",157
"AT5G03700",27
"AT3G07180",401
"AT4G09350",7
"AT1G20823",216
"AT3G61470",4
"AT4G34870",17
"AT2G01750",395
"AT5G08650",19
"AT4G24220",18
"AT4G36980",36
"AT3G52450",390
"AT5G47110",4
"AT1G64150",7
"AT1G75670",2
"AT3G62790",1
"AT5G03850",8
"AT2G30615",31
"AT3G52380",7
"AT5G27760",28
"AT4G32060",387
"AT4G38840",211
"AT4G17560",73
"AT2G07340",8
"AT5G13950",29
"AT1G58360",3
"AT5G59420",91
"AT4G28660",4
"AT1G30720",27
"AT1G54115",205
"AT4G22670",102
"AT5G51110",4
"AT2G31730",382
"AT5G42830",27
"AT1G20530",34
"AT5G52470",8
"AT1G02400",381
"AT1G31230",33
"AT1G15420",93
"AT5G42800",380
"AT3G21780",27
"AT3G14240",46
"AT3G21890",24
"AT3G51260",9
"AT1G57740",37
"AT1G14880",20
"AT1G12360",6
"AT5G06510",377
"AT5G01015",165
"AT1G28590",7
"AT1G51720",3
"AT3G07490",375
"AT2G19480",5
"AT3G45860",20
"AT5G64310",6
"AT2G17980",3
"AT2G21045",25
"AT4G25630",8
"AT5G39950",1
"AT5G62840",4
"AT4G26010",25
"AT4G32300",15
"AT1G08510",5
"AT1G08450",20
"AT5G54160",71
"AT5G59820",12
"AT5G60780",371
"AT3G05460",369
"AT4G03030",18
"AT1G16470",9
"AT3G16860",6
"AT3G26618",368
"AT5G25930",198
"AT3G45720",199
"AT2G20900",366
"AT1G15120",1
"AT5G60520",25
"AT5G48657",16
"AT5G11490",365
"AT1G08160",140
"AT5G04530",39
"AT1G65390",6
"AT5G14950",3
"AT5G03350",20
"AT3G08920",4
"AT3G54560",17
"AT5G37010",17
"AT5G46250",3
"AT4G35050",17
"AT2G46930",362
"AT1G05450",26
"AT4G37760",108
"AT4G39670",11
"AT3G16670",361
"AT1G72390",10
"AT3G18060",5
"AT5G55210",76
"AT4G23670",191
"AT2G20142",12
"AT2G02050",145
"AT5G61010",360
"AT5G60980",193
"AT2G22500",6
"AT5G15520",8
"AT2G39795",56
"AT5G24660",141
"AT3G54090",9
"AT3G02650",5
"AT1G16710",2
"AT2G32920",35
"AT2G42520",3
"AT2G07739",43
"AT1G01550",248
"AT4G04350",9
"AT2G34480",8
"AT1G55370",14
"AT3G55770",359
"AT1G64670",266
"AT3G04210",20
"AT4G20050",67
"AT5G01400",10
"AT4G34390",34
"AT5G35530",79
"AT2G26340",202
"AT1G29400",83
"AT1G74330",12
"AT1G02870",93
"AT5G16250",17
"AT3G54360",29
"AT5G03900",5
"AT2G20820",1
"AT3G52800",12
"AT1G18800",8
"AT5G13800",22
"AT3G57157",38
"AT5G55600",10
"AT1G60640",5
"AT4G14800",356
"AT5G47210",5
"AT1G51680",15
"AT3G48030",8
"AT1G79500",52
"AT5G37890",354
"AT4G10265",82
"AT2G04630",1
"AT3G49100",1
"AT5G47230",6
"AT2G43950",18
"AT1G79920",142
"AT5G57030",9
"AT2G03120",35
"AT1G66090",12
"AT4G00050",24
"AT4G32470",1
"AT3G23250",12
"AT3G04070",197
"AT4G32940",7
"AT1G19800",353
"AT1G80480",9
"AT2G30390",9
"AT3G52230",352
"AT5G14720",30
"AT3G22142",21
"AT1G69240",21
"AT3G09350",41
"AT3G49990",5
"AT1G35550",8
"AT4G24510",39
"AT5G15230",196
"AT5G05740",7
"AT3G18640",5
"AT3G57530",15
"AT3G57170",351
"AT1G19380",90
"AT3G26360",1
"AT2G17930",10
"AT4G15248",24
"AT1G34130",35
"AT5G38410",4
"AT2G31040",24
"AT1G54790",14
"AT3G62910",14
"AT4G09720",182
"AT3G52155",7
"AT1G16400",31
"AT1G02780",8
"AT5G26030",15
"AT3G57050",188
"AT4G02370",28
"AT1G27950",4
"AT2G17740",27
"AT1G29470",3
"AT1G70610",3
"AT1G72790",21
"AT5G38520",4
"AT3G46930",15
"AT3G42660",17
"AT3G09922",38
"AT4G20860",27
"AT4G01290",10
"AT4G19600",348
"AT4G22030",11
"AT1G29340",83
"AT3G02260",2
"AT1G72450",151
"AT1G70280",347
"AT1G30520",9
"AT4G16820",11
"AT1G09130",18
"AT3G18110",4
"AT1G61630",34
"AT1G12830",1
"AT4G30825",19
"AT2G07600",43
"AT5G43980",21
"AT2G04900",1
"AT3G21070",11
"AT1G32060",14
"AT3G04790",7
"AT4G36520",43
"AT4G29740",345
"AT2G42390",1
"AT1G15740",13
"AT1G27752",10
"AT2G26730",19
"AT5G64620",313
"AT3G60360",8
"AT1G20430",152
"AT2G42830",37
"AT1G75980",76
"AT3G57000",5
"AT2G20740",13
"AT2G23350",3
"AT4G23020",102
"AT3G23700",4
"AT2G23450",8
"AT1G62333",343
"AT5G44380",26
"AT4G29040",183
"AT1G78670",77
"AT5G25560",74
"AT3G23990",2
"AT1G74360",15
"AT1G64810",812
"AT5G55460",20
"AT1G70660",805
"AT1G07830",162
"AT3G08940",4
"AT3G54040",27
"AT4G15640",8
"AT2G14850",192
"AT4G08850",15
"AT4G35980",1
"AT2G31490",1
"AT2G46830",24
"AT1G03290",3
"AT2G46630",21
"AT4G31370",789
"AT2G36880",16
"AT3G52370",16
"AT2G31890",19
"AT2G45290",19
"AT3G06320",8
"AT3G14920",200
"AT1G80800",68
"AT3G48890",28
"AT3G17170",9
"AT4G34600",177
"AT1G26410",47
"AT1G72090",70
"AT3G44110",764
"AT2G28790",17
"AT2G35630",10
"AT2G22400",153
"AT5G40460",11
"AT2G40095",40
"AT1G19115",34
"AT5G15120",82
"AT5G38900",84
"AT5G18570",9
"AT4G25890",8
"AT2G20260",4
"AT5G49520",12
"AT5G45950",39
"AT4G01360",11
"AT3G50970",61
"AT2G24570",743
"AT1G61340",11
"AT1G77770",742
"AT3G05640",741
"AT3G20330",8
