gene1,gene2,value,rank
AT2G25000,AT4G30190,0.12636103253273356,30
AT5G37600,AT1G65690,0.21870171219018264,30
AT1G51890,AT5G44585,0.2919829770074167,30
AT1G52200,AT4G23210,0.3031902435350751,30
AT3G14240,AT2G39530,0.203544260832496,30
AT1G30730,AT5G40780,0.2183911259390523,30
AT2G44380,AT1G19380,0.19416506500764494,30
AT2G44380,AT3G26210,0.18428783964852435,30
AT2G44370,AT3G22060,0.30109894927643,30
AT1G30730,AT1G61380,0.22145939615996268,30
AT4G00230,AT1G20160,0.04933374775910648,30
AT5G59080,AT4G15040,0.04217331028665772,30
