gene1,gene2,value,rank
AT4G23210,AT3G50470,0.2602052064312619,18
AT1G71950,AT5G51750,0.13305100455410446,18
AT1G70530,AT1G49000,0.2779637138384479,18
AT5G53110,AT2G37710,0.254050206679467,18
AT1G08090,AT5G59190,0.0632585326114139,18
AT4G35180,AT1G61380,0.3049329921542778,18
AT3G29034,AT3G25882,0.2937859543433399,18
AT1G72300,AT4G26330,0.05039782871971865,18
AT5G10450,AT5G44530,0.08008147593673676,18
AT2G02220,AT1G61380,0.3676420560857392,18
AT3G48650,AT4G01250,0.3188611116907085,18
AT5G10450,AT5G46330,0.07632976063555352,18
AT4G08850,AT5G39580,0.3119161553438789,18
AT1G66210,AT5G59080,0.05599931354808452,18
AT1G32950,AT2G31400,0.0768727551921009,18
AT5G01540,AT5G67450,0.32153081084389434,18
AT5G44585,AT1G49000,0.2833423568842557,19
AT5G13930,AT4G00230,0.08537926604491641,19
AT2G37040,AT4G31550,0.218896153630886,19
AT3G29034,AT5G40780,0.29121842719176505,19
AT1G37130,AT1G01900,0.08056243631366455,19
AT5G04140,AT1G71950,0.12703368445712515,19
AT4G23210,AT1G61360,0.2972266890795079,19
AT2G30490,AT1G61380,0.2498597521542365,19
AT1G52200,AT2G42360,0.3616706339709808,19
AT3G50470,AT5G40780,0.2582882263766049,19
AT4G35180,AT4G31800,0.3040601383047972,19
AT3G14240,AT2G06050,0.16540995222170207,19
AT1G30730,AT4G21410,0.2521949420517233,19
AT3G48650,AT1G19380,0.2294405131850692,19
AT1G08090,AT5G58820,0.05983610769726155,19
AT1G51890,AT1G51620,0.34081876023552105,19
AT1G51620,AT1G61380,0.3250280412910673,19
AT4G20860,AT4G23210,0.30322986299071664,19
AT2G42360,AT3G22060,0.26337962443462737,19
AT5G58820,AT1G32950,0.07320904857201294,19
AT1G02450,AT2G37710,0.23807203522793396,19
AT2G42360,AT5G39580,0.3118911926730625,19
AT5G44585,AT2G36690,0.3322719936055145,19
AT5G01540,AT5G44585,0.3187147607806657,19
AT3G52450,AT3G22060,0.266974571521746,19
AT5G45650,AT2G15620,0.145787697171873,19
AT1G64280,AT4G23210,0.2584313332271371,19
AT5G45650,AT3G19450,0.08553474850626075,19
AT5G55050,AT1G77380,0.14859341538116033,19
AT3G49780,AT2G44380,0.21985947856524368,19
AT2G39200,AT5G01540,0.4147115028820108,19
AT4G01250,AT4G08850,0.3135275890171885,19
AT5G11940,AT4G15040,0.04613053439388981,19
AT3G52450,AT2G44370,0.3807332925509468,19
AT2G02220,AT1G49000,0.3649477650317297,19
AT3G19010,AT1G19380,0.24417953434744044,20
AT4G35180,AT1G64280,0.2919991432525044,20
AT4G23210,AT3G50480,0.25537640448655763,20
AT1G72300,AT5G45650,0.08541998281781417,20
AT1G51800,AT2G39200,0.4146556580167138,20
AT2G41220,AT1G65490,0.11528176470638175,20
AT1G51800,AT5G66420,0.254725671490202,20
AT2G41220,AT5G19660,0.07807621434675703,20
AT3G48650,AT5G01540,0.30923510677781896,20
AT4G34980,AT4G24160,0.1993286190565664,20
AT4G34980,AT3G26210,0.2331246488509464,20
AT1G71950,AT1G35160,0.12536865215347226,20
AT4G34980,AT1G61380,0.24978639635894195,20
AT1G30720,AT4G01700,0.27587563740378473,20
AT4G01250,AT1G51620,0.3225811386746451,20
AT5G20480,AT2G01950,0.07054637587394441,20
AT3G52450,AT5G67450,0.2652893348381817,20
AT4G30190,AT5G45640,0.09191834606403226,20
AT5G44585,AT3G50480,0.2744833375793938,20
AT4G20000,AT2G02220,0.3607150972539286,20
AT5G44530,AT1G12940,0.0773355366047992,20
AT2G39530,AT3G50470,0.2460111011370749,20
AT2G37710,AT4G31800,0.23415341887286,20
AT3G21080,AT2G17740,0.2824228981308925,20
AT3G45060,AT5G53460,0.10932062968950773,20
AT4G20430,AT1G20150,0.051224155233247526,20
AT3G29034,AT2G39530,0.288066668761886,20
AT2G06050,AT5G67360,0.1376198559415296,20
AT3G26210,AT1G65690,0.2424957139346529,20
AT5G10450,AT4G26330,0.07156474311176475,20
AT5G50200,AT2G42360,0.260870473041245,20
AT1G04110,AT5G58840,0.06696795819639867,20
AT5G53110,AT3G50470,0.2509810215040911,20
AT1G19380,AT5G39580,0.3099475088061323,20
AT5G10450,AT2G22122,0.07607748366642664,20
AT1G52200,AT5G01540,0.3615003937242924,20
AT4G21870,AT5G13930,0.07983386536499504,20
AT1G19380,AT2G36690,0.33048284126869804,20
AT1G66210,AT1G20150,0.0517333261832047,20
AT4G00230,AT2G31400,0.06694145737300716,20
AT3G21080,AT3G25882,0.22471137600662527,20
AT3G25882,AT3G22060,0.2630855646952863,20
AT3G46280,AT4G31550,0.22388939869148472,20
AT1G01900,AT1G20160,0.05792416455413396,20
AT1G64170,AT2G44380,0.21424771697378286,20
AT5G53110,AT2G44370,0.3767453551404467,20
AT1G51890,AT4G23210,0.34013639189945805,20
AT2G04160,AT1G30600,0.07496306387792306,20
AT3G14067,AT1G20160,0.08668320647479266,20
AT3G45060,AT1G65490,0.11316364016709325,21
AT2G36690,AT1G49000,0.32012546053000124,21
AT1G64280,AT2G44490,0.21095557237125284,21
AT1G51620,AT2G42360,0.3037788115740743,21
AT2G06050,AT1G66210,0.103931696006758,21
AT1G70530,AT1G51800,0.2485119053522491,21
AT1G20150,AT3G19450,0.07311670407911564,21
AT4G34980,AT1G77380,0.1981255692124202,21
AT5G54160,AT1G51680,0.126418770152678,21
AT1G64170,AT3G26210,0.231998193412984,21
AT2G42360,AT1G49000,0.2595083767964479,21
AT1G14780,AT1G65490,0.1238537952454286,21
AT4G21323,AT5G59100,0.052721688195882736,21
AT1G70530,AT3G19010,0.24303108651940186,21
AT5G01540,AT1G19380,0.307389472007773,21
AT1G08090,AT5G44530,0.07545750522572936,21
AT5G37600,AT2G37710,0.22858986749170884,21
AT5G59190,AT5G03620,0.0458468344317704,21
AT1G70530,AT4G35180,0.29100013118556545,21
AT2G39200,AT2G44490,0.3822891605038843,21
AT4G20860,AT2G44490,0.2907047871807664,21
AT2G19170,AT1G15950,0.06455480909410971,21
AT1G51890,AT2G30490,0.3350506625685157,21
AT5G53110,AT1G52200,0.3494333099655769,21
AT4G01250,AT1G30730,0.2831909298088253,21
AT3G50470,AT1G65690,0.24057524085807125,21
AT5G53110,AT2G02220,0.3441875978782296,21
AT2G04160,AT5G59810,0.07420182933324426,21
AT3G19010,AT1G49000,0.2564138152562065,21
AT4G35180,AT5G39580,0.3055831057550249,21
AT3G46280,AT1G61380,0.2495746539488461,21
AT5G04140,AT4G00230,0.11365967021456047,21
AT1G04110,AT4G28140,0.07092523196735412,21
AT2G44370,AT1G30720,0.3733948462412247,21
AT4G21326,AT1G66220,0.05616887768827028,21
AT3G14240,AT5G07440,0.15967013064729207,21
AT5G13930,AT5G20250,0.07950612051657857,21
AT3G49780,AT5G50200,0.2373937427253503,21
AT5G20250,AT2G39850,0.09984938360893536,21
AT3G29034,AT1G49000,0.2868142475924156,21
AT4G31550,AT5G48430,0.2338957321891295,21
AT5G58840,AT1G32950,0.07236773694837373,21
AT4G30190,AT1G35160,0.09093252582458966,21
AT1G64170,AT2G25470,0.1454643045773325,21
AT2G05920,AT1G65490,0.14964326037789588,21
AT1G30730,AT5G48430,0.24043948556652106,21
AT5G55050,AT3G19930,0.14521001242008325,21
AT4G15040,AT5G59090,0.0613639063149054,21
AT5G07440,AT2G30360,0.1545796819819274,21
AT2G19170,AT1G66210,0.06443062151879131,22
AT4G21870,AT5G19660,0.07670032322057163,22
AT4G20860,AT3G49780,0.2788828456683612,22
AT5G54160,AT1G65690,0.2405438466709151,22
AT2G25470,AT5G48430,0.2310496361525647,22
AT5G46330,AT4G31550,0.20236440345560008,22
AT3G46280,AT2G36690,0.3118940805020891,22
AT2G44370,AT2G39530,0.3732477710015758,22
AT5G40780,AT2G37710,0.2408002629320813,22
AT3G46280,AT5G39580,0.30086468016810874,22
AT3G46280,AT5G44585,0.27357394292502524,22
AT1G71950,AT1G66220,0.11798177692751775,22
AT5G48430,AT3G22060,0.2602780995508089,22
AT4G01250,AT4G31800,0.277323510829504,22
AT5G50200,AT2G37710,0.2268848435294873,22
AT1G61380,AT1G61360,0.28509891426051936,22
AT1G08090,AT2G04160,0.07309116757282696,22
AT1G52200,AT5G44585,0.3390876814929715,22
AT2G39200,AT2G39530,0.3724366933915389,22
AT2G01950,AT1G01900,0.05557190963244208,22
AT3G50470,AT3G21080,0.2376596716646233,22
AT1G64280,AT4G31800,0.20361797406566828,22
AT5G59130,AT2G01950,0.0928472625709067,22
AT4G28140,AT4G21323,0.06867821087445614,22
AT5G20480,AT4G39400,0.07004194137132469,22
AT5G11940,AT1G01900,0.04337116138488106,22
AT5G59190,AT5G45650,0.08123009927778657,22
AT5G58840,AT5G59090,0.0629175996669582,22
AT1G12940,AT5G58840,0.0704704377946872,22
AT5G10450,AT2G25000,0.14678101151835565,22
AT1G51620,AT1G61360,0.2947427136380936,22
AT2G30490,AT3G59880,0.2144329444132773,22
AT4G35180,AT2G17740,0.2904697076616374,22
AT3G14240,AT5G58840,0.15877181273469199,22
AT2G30360,AT5G19660,0.10543778635044032,22
AT2G44380,AT2G02220,0.3340975063246265,22
AT5G01540,AT1G51890,0.3318271305188616,22
AT1G61360,AT5G48430,0.2791949975170054,23
AT1G30720,AT2G17740,0.2776078832145443,23
AT1G72300,AT3G19930,0.1349871691749298,23
AT1G72300,AT2G19170,0.06424066102924453,23
AT4G21326,AT1G15950,0.05880697215471796,23
AT4G21326,AT3G45060,0.08459672731837098,23
AT3G19010,AT4G24160,0.23784152247226584,23
AT2G39530,AT2G44380,0.215615982019582,23
AT5G55050,AT3G49780,0.21347869438268008,23
AT2G31400,AT4G27730,0.08989913245873038,23
AT2G39530,AT2G42360,0.25517845103531833,23
AT4G01700,AT4G31550,0.20138724457350432,23
AT4G20000,AT3G21080,0.26034684648503625,23
AT1G70530,AT4G23210,0.24539792146113504,23
AT5G67090,AT3G19450,0.07961445315365401,23
AT4G08850,AT2G19190,0.2157493001707496,23
AT2G44380,AT2G36690,0.3064868081004215,23
AT5G54160,AT1G05300,0.18401288296224672,23
AT3G14067,AT5G59090,0.0803806634345936,23
AT5G67360,AT1G65690,0.237217266470104,23
AT3G14240,AT3G29034,0.26739014866758826,23
AT3G59880,AT1G51680,0.16406570330888215,23
AT4G01250,AT3G46280,0.2703244772167468,23
AT4G01250,AT5G39580,0.29694208028465763,23
AT5G53110,AT5G44585,0.27178905635160033,23
AT3G52450,AT4G35180,0.28974755933066576,23
AT3G52450,AT4G24160,0.2447299771054656,23
AT5G11940,AT1G20150,0.04581337553875997,23
AT1G51800,AT1G51620,0.2863901162171649,23
AT5G13930,AT2G37040,0.12244980090081214,23
AT4G35180,AT1G52200,0.33659485141701384,23
AT1G51800,AT2G02220,0.3250856720226369,23
AT2G30490,AT5G37600,0.2136741337443828,23
AT1G51890,AT2G44370,0.36913275692205016,23
AT5G53110,AT2G39200,0.3707371711881951,23
AT2G04160,AT5G19660,0.07560888431302604,23
AT5G01540,AT4G23210,0.2840275731287483,23
AT2G19170,AT2G15620,0.13651512983416536,23
AT2G22122,AT4G28140,0.07302589729406628,23
AT5G50200,AT1G61380,0.2438147291771302,23
AT1G77380,AT1G71950,0.1327423330117281,23
AT1G71950,AT2G30360,0.11596469920810425,23
AT3G46280,AT1G51890,0.3256295002405398,23
AT3G46280,AT4G01700,0.2099353835929434,23
AT3G49780,AT3G22060,0.2597516359099288,23
AT4G20430,AT5G19660,0.07449125671823653,24
AT4G35180,AT1G61360,0.2887373769872419,24
AT1G65690,AT5G40780,0.2370106828322791,24
AT4G20860,AT5G48430,0.26752883123729143,24
AT3G19010,AT4G31800,0.2344503458579729,24
AT3G49780,AT2G39530,0.2123779483885182,24
AT1G52200,AT5G40780,0.3352763728287038,24
AT3G52450,AT5G48430,0.2433117356180581,24
AT1G77380,AT2G39850,0.1324798928814268,24
AT1G20150,AT2G30360,0.10262317948592004,24
AT5G20480,AT3G50480,0.19932272857234512,24
AT4G20000,AT4G01700,0.25883399358337944,24
AT5G66420,AT2G19190,0.1735714588026378,24
AT4G21323,AT1G20160,0.053518050820134284,24
AT1G35160,AT4G27730,0.08705618522443515,24
AT5G20250,AT1G62340,0.05288533781798588,24
AT3G46280,AT2G44370,0.3609758789697308,24
AT1G04110,AT1G72300,0.04867253913053449,24
AT1G30730,AT2G39530,0.2192560049171992,24
AT1G49000,AT1G61380,0.2421020563024148,24
AT5G37600,AT3G21080,0.2164769116058836,24
AT3G14240,AT1G14780,0.15255235660800626,24
AT2G42360,AT2G37710,0.2528596271615351,24
AT1G64170,AT1G12940,0.14039009331772068,24
AT1G30730,AT5G39580,0.2903723505624578,24
AT1G14780,AT4G21410,0.12686939763181493,24
AT5G01540,AT2G36690,0.3005189353130171,24
AT1G70530,AT5G53110,0.22381696981874888,24
AT4G08850,AT2G37710,0.22212607273586493,24
AT5G01540,AT2G17740,0.28197902439495515,24
AT5G10450,AT5G03620,0.06654811154260787,24
AT1G51620,AT1G30720,0.285963822332268,24
AT5G55050,AT4G24160,0.17570068621000726,24
AT3G59880,AT4G21410,0.16400474020415734,24
AT3G59880,AT3G22060,0.25655431656065497,24
AT2G39200,AT4G31550,0.3687918575791753,24
AT5G58820,AT5G67090,0.07463917882482796,24
AT4G24160,AT1G61360,0.2769814831481794,24
AT5G55050,AT3G46280,0.20934541381542227,24
AT1G77380,AT2G05920,0.1460251544509552,24
AT2G22122,AT5G07440,0.1485052455629754,24
AT1G51800,AT5G07440,0.2292948985899428,24
AT4G23210,AT5G37600,0.24059991014989035,24
AT5G44585,AT2G17740,0.2744728741765459,24
AT3G48650,AT2G44490,0.19405474420527025,24
AT4G34980,AT1G51890,0.3211224176168046,24
AT1G08090,AT2G31400,0.059415611762464016,24
AT5G67450,AT3G59880,0.2291808378445721,24
AT5G67450,AT2G02220,0.3227940520656898,24
AT2G41220,AT1G02450,0.1079416259100836,24
AT5G53460,AT2G15620,0.13364931960194326,24
AT2G36690,AT4G08850,0.3002899806932937,25
AT5G50200,AT5G39580,0.2834877378970708,25
AT4G21870,AT5G44530,0.07344731831101048,25
AT1G72300,AT4G00230,0.04998536076335691,25
AT5G50200,AT5G01540,0.2709672581853293,25
AT2G39200,AT3G29034,0.3678895040830008,25
AT1G30730,AT2G15620,0.21876300158022371,25
AT5G44585,AT3G22060,0.26184012418933245,25
AT1G12940,AT5G58820,0.06863363414069612,25
AT2G30490,AT1G64280,0.2067227406051753,25
AT4G20860,AT3G26210,0.2666706017083802,25
AT4G38560,AT1G61380,0.2323620782786137,25
AT4G35180,AT3G22060,0.2870415229108603,25
AT5G13930,AT2G39850,0.0947285527370918,25
AT5G59190,AT1G37130,0.07570758607080008,25
AT5G67450,AT1G19380,0.22461586859640706,25
AT1G02450,AT3G19930,0.13227920035205765,25
AT4G01250,AT2G44370,0.3594854664080289,25
AT1G19380,AT4G21410,0.2093730884636684,25
AT5G53110,AT3G21080,0.22177032551343426,25
AT5G55050,AT2G25470,0.13813895156637868,25
AT3G59880,AT1G49000,0.23216982050272386,25
AT2G42360,AT1G61360,0.2698914398192713,25
AT1G15950,AT5G07440,0.1481636502558259,25
AT4G34980,AT5G50200,0.22413237787664766,25
AT2G38900,AT5G67360,0.12822622832600386,25
AT1G62340,AT1G20160,0.05171032788453056,25
AT1G64170,AT5G37600,0.1606875448831986,25
AT1G70530,AT4G01250,0.25940430218553323,25
AT1G30730,AT2G17740,0.2695881194068201,25
AT1G51890,AT1G61360,0.3200941930205554,25
AT2G42360,AT3G50480,0.2515365938380205,25
AT4G33430,AT5G58840,0.09301778046992436,25
AT2G25000,AT2G25470,0.1381951974395843,25
AT3G49780,AT2G30360,0.20963926094629315,25
AT3G49780,AT1G52200,0.3346806706705434,25
AT1G30600,AT4G39400,0.06544721984572943,25
AT3G46280,AT2G19190,0.20908815740743592,25
AT3G52450,AT3G29034,0.2456905391473301,25
AT5G44585,AT2G02220,0.3178506380594859,25
AT5G04140,AT5G59090,0.10730295382568757,25
AT1G65690,AT3G22060,0.2556298568707982,25
AT1G77380,AT3G45060,0.13204627448405293,25
AT1G65690,AT2G19190,0.2364813416488667,25
AT3G52450,AT4G23210,0.240377729294299,25
AT1G51800,AT5G50200,0.2268532878225673,25
AT1G51620,AT3G19010,0.2847677862287141,25
AT4G20000,AT2G44380,0.2534960723599777,25
AT1G49000,AT5G39580,0.28049375376527785,26
AT4G01250,AT1G52200,0.3281912442301293,26
AT1G51890,AT1G61380,0.3162492345313899,26
AT1G04110,AT5G11940,0.04321982762524601,26
AT2G44370,AT5G39580,0.3512218082442107,26
AT5G66420,AT1G05300,0.16936034663024002,26
AT5G59080,AT1G62340,0.043271883999604466,26
AT5G53110,AT1G51620,0.2787298516800756,26
AT1G61360,AT2G17740,0.2682545859078633,26
AT2G42360,AT1G61380,0.2510853401167925,26
AT4G20000,AT3G50480,0.24491751581153154,26
AT1G08090,AT4G20430,0.04870115003410547,26
AT5G59130,AT4G20850,0.08354912633646139,26
AT3G52450,AT5G53110,0.2379352907180061,26
AT4G34980,AT3G50470,0.21790648596331907,26
AT2G25000,AT2G44380,0.18821250559325864,26
AT4G38560,AT3G19930,0.14496150282102294,26
AT2G36690,AT3G50470,0.2982017247064599,26
AT4G01250,AT5G67450,0.2582669539979721,26
AT1G66220,AT2G39850,0.09242388643301093,26
AT2G37710,AT3G22060,0.25562489711219794,26
AT2G25000,AT5G40780,0.2258059172882463,26
AT1G77380,AT1G65690,0.23443874140444845,26
AT1G32970,AT3G19450,0.0658939594870811,26
AT1G21670,AT1G35160,0.09497152235076987,26
AT5G53460,AT3G14067,0.08952605330120345,26
AT2G22122,AT2G15620,0.13067909375808415,26
AT2G05920,AT5G51750,0.14546379653245345,26
AT3G29034,AT5G67360,0.24222283318762816,26
AT5G59190,AT5G58840,0.05426607199022815,26
AT5G01540,AT2G42360,0.2706119070227915,26
AT5G53110,AT3G49780,0.2191824766108279,26
AT4G08850,AT3G50480,0.20587069647352466,26
AT5G59190,AT1G35160,0.08133907076527924,26
AT1G70530,AT4G31800,0.20486248947934532,26
AT5G06950,AT3G14067,0.07202026252558946,26
AT5G44585,AT1G19380,0.25946267532515144,26
AT4G20860,AT1G49000,0.2649039246612161,26
AT4G35180,AT2G39200,0.3603796750121204,26
AT1G30720,AT2G02220,0.31530783434687626,26
AT1G71950,AT5G45650,0.108266125451546,26
AT4G21870,AT5G59100,0.06256854563050651,26
AT1G05300,AT2G37710,0.2155710889447404,26
AT4G28140,AT1G32950,0.06356303350942373,26
AT3G49780,AT3G26210,0.2071811230909646,26
AT1G30720,AT2G37040,0.20133922853846764,26
AT1G12940,AT5G67090,0.07073280253811443,26
AT4G33430,AT1G51800,0.2262928863424558,26
AT5G50200,AT3G26210,0.219168464426202,26
AT4G35180,AT3G21080,0.2746124966715231,26
AT2G30490,AT4G30190,0.2052224403777574,26
AT1G70530,AT5G67450,0.2234915974301952,26
AT3G26210,AT3G50480,0.19651891793849247,27
AT2G30490,AT4G31800,0.20141522546849844,27
AT5G53460,AT4G26330,0.08945429011009165,27
AT4G01250,AT5G53110,0.2514815383357272,27
AT5G53110,AT2G19190,0.2143706570450992,27
AT2G06050,AT4G24160,0.1687835188851221,27
AT3G19010,AT3G50480,0.2232539612759581,27
AT5G44530,AT5G59810,0.06779691944524724,27
AT5G10450,AT5G59810,0.06260844549350031,27
AT5G50200,AT5G44585,0.25742364802797635,27
AT4G21323,AT2G31400,0.0564973868409564,27
AT1G64280,AT1G51620,0.2707410466170592,27
AT5G55050,AT4G34980,0.18775203648371552,27
AT3G48650,AT4G31800,0.17349001247628748,27
AT1G37130,AT4G27730,0.08044308243581155,27
AT2G39200,AT1G49000,0.3481920648802665,27
AT1G37130,AT3G19930,0.13096759156866564,27
AT4G23210,AT2G02220,0.3080820751270528,27
AT3G50480,AT2G17740,0.2668439546665231,27
AT2G25000,AT1G12940,0.13273122774155646,27
AT2G22122,AT4G39400,0.06784105082543279,27
AT1G51800,AT2G30490,0.2258879006303307,27
AT4G21410,AT1G61360,0.2677504053689237,27
AT5G67450,AT1G65690,0.2309277624242509,27
AT3G50470,AT2G44490,0.21603537849452148,27
AT1G51890,AT3G25882,0.3097134294308199,27
AT1G64170,AT4G38560,0.14453527347369222,27
AT4G35180,AT3G50470,0.2724976909820125,27
AT2G39530,AT5G40780,0.22100074842476208,27
AT3G48650,AT1G30720,0.19717780181226768,27
AT4G20860,AT2G44380,0.2633107842530955,27
AT4G20000,AT5G40780,0.23159825379420784,27
AT2G44370,AT4G31550,0.34694315957943056,27
AT4G24160,AT5G39580,0.2765129554433328,27
AT1G52200,AT2G44380,0.321171799002262,27
AT4G33430,AT5G11940,0.08959233776756315,27
AT1G70530,AT4G38560,0.20481425991103075,27
AT1G64280,AT1G61380,0.2261414260782137,27
AT2G39530,AT2G37710,0.21123649342458672,27
AT5G50200,AT1G64170,0.2182537548766104,27
AT5G44530,AT1G37130,0.069955621746145,27
AT3G48650,AT2G36690,0.2864581156368786,27
AT1G19380,AT3G22060,0.2519569182375392,27
AT1G30720,AT2G42360,0.24952780104745045,27
AT2G25000,AT3G25882,0.1945954952860136,28
AT2G25000,AT2G37710,0.20815196909055972,28
AT5G46330,AT4G00230,0.05008388940555397,28
AT5G46330,AT4G28140,0.05912693679665273,28
AT5G04140,AT2G30360,0.0998892727711842,28
AT1G15950,AT4G00230,0.050606023109071474,28
AT2G42360,AT3G50470,0.2488194373604138,28
AT3G14240,AT2G39850,0.14417316915728404,28
AT3G50470,AT1G05300,0.2129440734748453,28
AT5G10450,AT1G72300,0.062496447293540765,28
AT3G49780,AT1G61360,0.2624726177091445,28
AT1G61380,AT5G39580,0.27473297699016475,28
AT1G70530,AT1G61380,0.2252713526172887,28
AT3G49780,AT4G21410,0.200931285758422,28
AT2G39850,AT2G31400,0.08610942877695482,28
AT1G70530,AT2G36690,0.2851344481914597,28
AT4G01250,AT2G17740,0.2632513676268389,28
AT1G52200,AT3G22060,0.31823195295027795,28
AT2G05920,AT3G50480,0.18840709374005948,28
AT2G15620,AT5G40780,0.2186478149271458,28
AT4G24160,AT5G67360,0.1636564021025364,28
AT5G66420,AT3G21080,0.2069015390928639,28
AT4G20000,AT3G48650,0.230943664312834,28
AT4G20000,AT5G01540,0.2662812865279276,28
AT1G04110,AT2G38900,0.0947131582672025,28
AT1G19380,AT4G08850,0.20502829908383652,28
AT1G19380,AT4G01700,0.19890715183427848,28
AT4G20860,AT5G67360,0.2598140057965625,28
AT3G52450,AT3G19010,0.2285610753352063,28
AT5G44530,AT1G65690,0.2299493039023248,28
AT1G30720,AT1G51680,0.19513646646707086,28
AT5G44530,AT5G19660,0.06615194449570527,28
AT2G02220,AT4G08850,0.3053975136999707,28
AT5G66420,AT4G31550,0.18922992405982608,28
AT2G39530,AT3G50480,0.2074115794582432,28
AT3G29034,AT1G05300,0.2378842031657085,28
AT2G41220,AT4G30190,0.0769501231219123,28
AT3G29034,AT2G44370,0.34619726375898563,28
AT5G58840,AT1G32970,0.05235130038722336,28
AT4G35180,AT5G44585,0.26389557402947483,28
AT1G51620,AT5G48430,0.26931176029482473,28
AT1G51890,AT1G49000,0.30820803461444624,28
AT1G72300,AT5G54160,0.10155939785538216,28
AT3G45060,AT5G13930,0.07516916504170479,28
AT5G06950,AT1G32950,0.06217962880408145,28
AT5G55050,AT1G49000,0.2264309585920405,28
AT2G39200,AT1G61380,0.3481182400322065,28
AT1G72300,AT4G20850,0.04871556960903066,28
AT1G04110,AT4G26330,0.04176090261177223,28
AT4G23210,AT3G22060,0.249835657503384,28
AT3G14240,AT3G48650,0.15825548340128082,29
AT1G30730,AT5G67450,0.2143250826913703,29
AT1G64280,AT3G22060,0.2491125086123113,29
AT1G51890,AT2G44380,0.3004487559088613,29
AT1G71950,AT4G31800,0.14971232556532946,29
AT1G70530,AT5G01540,0.26323498609927354,29
AT5G50200,AT2G44370,0.3150286100697306,29
AT1G70530,AT1G61360,0.2532147081016252,29
AT1G71950,AT3G59880,0.15002413817862048,29
AT1G30720,AT1G05300,0.19402782513853895,29
AT4G34980,AT1G71950,0.18701744287077932,29
AT4G20860,AT1G30730,0.2596395446982556,29
AT4G21870,AT1G32950,0.06153510413347508,29
AT1G12940,AT5G37600,0.15043021674365042,29
AT3G19010,AT2G19190,0.2202850942581516,29
AT4G23210,AT2G39530,0.2304646428183772,29
AT2G39850,AT3G19450,0.08493578624548692,29
AT2G30490,AT3G25882,0.19967752588516666,29
AT1G52200,AT1G30720,0.3058201206851712,29
AT4G20860,AT2G02220,0.2978716146475284,29
AT1G72300,AT5G20250,0.048710183784535836,29
AT1G71950,AT5G53460,0.10064969499423593,29
AT1G08090,AT1G37130,0.06735617072052348,29
AT5G53110,AT3G25882,0.2022315828416648,29
AT1G14780,AT1G64170,0.13148425067122704,29
AT1G19380,AT4G31550,0.19793280970626204,29
AT4G20000,AT1G19380,0.22684296559477524,29
AT1G51620,AT2G37710,0.2667153660902657,29
AT4G24160,AT4G31550,0.18410782365378964,29
AT1G65490,AT4G27730,0.10049747211494896,29
AT3G49780,AT5G40780,0.21856137649275492,29
AT3G29034,AT3G26210,0.2373890222523165,29
AT2G39200,AT1G30720,0.33692058291526106,29
AT3G52450,AT5G44585,0.2524118673601881,29
AT2G42360,AT3G25882,0.24247090174785896,29
AT5G53460,AT1G02450,0.09721424434711112,29
AT1G51800,AT2G37040,0.22133258328632,29
AT3G14240,AT5G51750,0.13986457784669806,29
AT4G20000,AT2G17740,0.2630307981471762,29
AT2G36690,AT2G44490,0.2846839953636036,29
AT4G35180,AT1G77380,0.2612417305185675,29
AT5G39580,AT4G01700,0.27212822217295884,29
AT5G37600,AT1G49000,0.22374738409539047,29
AT2G04160,AT4G28140,0.062243470316648564,29
AT3G52450,AT3G49780,0.21973846893987248,30
AT3G49780,AT3G50470,0.2009929258740335,30
AT4G01250,AT1G51800,0.2315390291195181,30
AT1G72300,AT5G45640,0.0479998742651202,30
AT4G20000,AT5G39580,0.2715603730259597,30
AT3G52450,AT1G49000,0.2219100501855676,30
AT1G72300,AT4G20430,0.045713280149807016,30
AT5G13930,AT4G39400,0.07396582804948615,30
AT5G20250,AT5G53460,0.08599599228452326,30
AT1G64280,AT2G37710,0.19840538121350448,30
AT1G51620,AT2G44380,0.26476015831257804,30
AT2G36690,AT4G31550,0.277193799902653,30
AT1G70530,AT4G31550,0.18979766783030128,30
AT2G30490,AT5G54160,0.19783685231086226,30
AT2G02220,AT5G40780,0.2977117089172503,30
AT4G39400,AT2G31400,0.053684986871111784,30
AT5G53110,AT2G17740,0.2567099457030193,30
AT1G66210,AT4G00230,0.048772268576395834,30
AT4G24160,AT5G48430,0.1951510570267901,30
AT1G14780,AT5G59080,0.107224552244652,30
AT5G67450,AT2G42360,0.2419304279658252,30
AT4G35180,AT5G37600,0.2589348224906909,30
AT4G08850,AT4G31800,0.19761529127518007,30
AT2G39200,AT5G67450,0.3358017195462357,30
AT4G21326,AT5G06950,0.04069819586851553,30
AT2G37040,AT2G31400,0.10313382460727373,30
AT3G29034,AT3G50470,0.2366062689873505,30
AT1G21670,AT1G05300,0.15860993589707229,30
AT2G06050,AT5G67090,0.08705247149414608,30
AT2G25000,AT5G50200,0.21171163210664634,30
AT5G59130,AT5G07440,0.13029155104772072,30
AT1G70530,AT3G22060,0.2453495458004704,30
AT2G25470,AT3G50480,0.1856889264577908,30
AT1G30730,AT5G01540,0.2519685010618584,30
AT4G20860,AT1G61380,0.2582472009632566,30
AT2G19170,AT4G28140,0.056799849765796,30
AT4G23210,AT2G44380,0.2279180752541419,30
AT1G30730,AT5G50200,0.21355306852195444,30
AT5G44585,AT1G61360,0.25257794289816715,30
AT2G25470,AT1G12940,0.11654820959457204,30
