gene1,gene2,value
AT3G45060,AT4G28140,0.03827715637269563
AT3G14240,AT4G34980,0.03825787826179888
AT1G51890,AT3G26210,0.03823619119224058
AT2G25000,AT2G41220,0.038142649564538805
AT1G70530,AT2G44490,0.038023591734441066
AT3G52450,AT2G02220,0.037796712432217536
AT1G30720,AT4G08850,0.0377522489550987
AT4G20000,AT5G53110,0.03773806359445536
AT5G01540,AT1G61380,0.03771266024238207
AT5G40780,AT5G37600,0.03768431443800992
AT1G64280,AT4G08850,0.03761822876323402
AT1G64170,AT2G25000,0.03760113880546818
AT4G34980,AT5G04140,0.037565970713044634
AT1G51620,AT2G39200,0.03753408734348073
AT4G35180,AT4G38560,0.03753108645340282
AT1G51620,AT4G33430,0.03747323121964564
AT3G14240,AT5G51750,0.03738246273029176
AT1G49000,AT5G67450,0.03736230159721539
AT2G15620,AT5G13930,0.0373620657836124
AT4G23210,AT2G37710,0.037340429784412
AT2G39530,AT2G30490,0.03733656675399912
AT5G54160,AT2G37040,0.03732934494440224
AT5G53110,AT5G67090,0.037321025575312784
AT1G19380,AT1G14780,0.03731814989873188
AT4G01250,AT2G44490,0.037290835023670726
AT1G14780,AT1G35160,0.03723010329823345
AT1G51620,AT1G19380,0.0371492649850365
AT2G30490,AT2G39530,0.036944174514174456
AT4G01250,AT3G48650,0.03692664918105625
AT3G59880,AT1G65490,0.03689584893795697
AT5G53460,AT2G15620,0.036883659712029185
AT1G51620,AT2G02220,0.03688273340167363
AT4G24160,AT2G06050,0.03678271656660787
AT1G15950,AT5G54160,0.0366235211321535
AT1G72300,AT1G37130,0.036492185690968036
AT2G30360,AT2G06050,0.036473946914839496
AT4G35180,AT5G01540,0.0364317765586708
AT1G08090,AT5G59090,0.036350546690726564
AT2G37040,AT5G54160,0.03627135611598575
AT5G10450,AT5G20250,0.036233418013587086
AT5G37600,AT3G26210,0.0361918713486417
AT5G01540,AT3G19010,0.036180061149416236
AT5G50200,AT5G37600,0.03617668997106538
AT3G19010,AT4G08850,0.036098036197315886
AT1G52200,AT2G05920,0.03608814545164008
AT1G05300,AT1G64170,0.036027813214857735
AT4G31550,AT1G19380,0.03602496212053809
AT2G06050,AT2G30360,0.036019646882983675
AT5G20250,AT5G10450,0.03593464416082077
AT2G37040,AT5G07440,0.035891246757448814
AT2G37710,AT3G25882,0.03587884089448772
AT5G50200,AT1G64170,0.035827736550214234
AT5G19660,AT2G04160,0.03579684971957208
AT3G29034,AT1G65690,0.03577978084131301
AT2G44490,AT3G52450,0.03576126047118285
AT1G05300,AT5G37600,0.03572488583145362
AT5G48430,AT3G46280,0.03566449932488867
AT1G64170,AT1G05300,0.035649535933726675
AT1G51800,AT4G08850,0.03564024853196386
AT1G61360,AT2G02220,0.035616282311196235
AT2G17740,AT4G20860,0.03554536983165952
AT2G04160,AT1G08090,0.035539812749469164
AT5G66420,AT1G30720,0.03552726828274043
AT2G30490,AT3G22060,0.035518796884988935
AT1G51800,AT4G20860,0.03542382981054608
AT3G50470,AT4G31800,0.03535908122606485
AT2G44490,AT1G61360,0.035307549899576414
AT1G51800,AT3G46280,0.03526152661216598
AT2G30360,AT5G06950,0.03525048657392338
AT5G46330,AT5G67090,0.035221205824445316
AT4G08850,AT1G30720,0.03520042460279752
AT4G34980,AT1G32950,0.03517468041433626
AT3G49780,AT1G51890,0.0351600551546056
AT2G30490,AT1G32950,0.035108346214641366
AT3G29034,AT3G49780,0.03506556190561451
AT1G51800,AT1G52200,0.0349214798210697
AT5G67360,AT4G34980,0.034897459084699
AT2G44490,AT1G19380,0.034871873200649266
AT3G49780,AT3G29034,0.034781102597777155
AT1G61360,AT4G24160,0.03474583078572874
AT4G30190,AT5G59090,0.034742046655367134
AT5G39580,AT1G19380,0.0347227764937804
AT1G30720,AT4G01700,0.034633558005646777
AT3G19930,AT1G51680,0.03462471271553928
AT2G04160,AT2G41220,0.0346186739318034
AT2G04160,AT5G19660,0.03457313282332758
AT1G49000,AT2G44370,0.03456608000465336
AT4G35180,AT3G50470,0.0345646849843617
AT3G19010,AT3G52450,0.034479973220251516
AT1G52200,AT5G39580,0.034475122067107684
AT1G61360,AT3G22060,0.034435509212509124
AT2G39530,AT2G17740,0.03440777487680026
AT1G30720,AT1G51680,0.03440718267562765
AT1G51800,AT4G23210,0.034374603037196125
AT3G26210,AT1G30600,0.034327618501368874
AT4G20000,AT2G44380,0.03431300679593124
AT3G19010,AT4G31550,0.03419434611331687
AT1G65690,AT5G67360,0.0341917875639918
AT4G08850,AT1G51680,0.034146613832201925
AT1G70530,AT2G02220,0.0341371494109384
AT1G61360,AT5G01540,0.034101295668952064
AT4G34980,AT2G05920,0.03406796560007179
AT2G25470,AT1G12940,0.03405072809146779
AT1G51800,AT3G19010,0.033924302305289485
AT3G22060,AT2G30490,0.033885657377044576
AT2G39850,AT5G44530,0.033869635188348436
AT5G40780,AT3G50470,0.03385451152365936
AT4G20000,AT5G44585,0.03385416290267658
AT3G49780,AT5G67360,0.033707934535398235
AT1G30730,AT2G44370,0.03367005246135489
AT5G67360,AT2G05920,0.03366160265809657
AT4G23210,AT3G21080,0.03358706326776078
AT3G19010,AT4G01700,0.03356283882962851
AT4G20860,AT5G48430,0.03351074974300322
AT3G49780,AT4G34980,0.03346878530004695
AT5G54160,AT4G28140,0.03340298803625017
AT3G19010,AT2G42360,0.033312342492680606
AT3G19930,AT1G30720,0.03329923891954093
AT5G19660,AT5G59080,0.0332923660941804
AT5G04140,AT3G19450,0.03324593521932264
AT1G51890,AT3G25882,0.033236414466681595
AT3G45060,AT2G19170,0.03313806689918868
AT4G24160,AT3G48650,0.033071631705710265
AT4G01250,AT4G20860,0.033024487468636884
AT5G48430,AT1G51800,0.033003300928276316
AT5G55050,AT1G14780,0.03299471589950069
AT3G26210,AT3G50470,0.03294874960606009
AT2G30490,AT4G20860,0.032901904299662985
AT3G29034,AT3G14240,0.03288757160616985
AT3G50470,AT3G21080,0.032769369606716815
AT1G51890,AT2G39530,0.03276917783710593
AT4G24160,AT4G31800,0.0327260147835956
AT5G01540,AT2G37710,0.03272216215201158
AT3G22060,AT1G51620,0.03270140645386289
AT5G48430,AT5G07440,0.03262882871479613
AT3G49780,AT1G71950,0.03262849951966343
AT2G17740,AT2G44370,0.032587362871121316
AT5G59130,AT5G19660,0.032528077882486885
AT5G01540,AT4G38560,0.032480771762107626
AT3G19930,AT1G15950,0.032432708202594814
AT1G01900,AT1G62340,0.032358487813204426
AT1G15950,AT1G51680,0.03232494619659505
AT5G44530,AT2G39850,0.032280417117258764
AT4G08850,AT5G39580,0.032266206844361885
AT1G51890,AT4G34980,0.03226038376738427
AT3G50470,AT3G50480,0.03220905785509988
AT4G28140,AT2G19170,0.03218404391937086
AT3G19010,AT2G44490,0.03204179731257787
AT1G65690,AT2G06050,0.031991089416930844
AT5G54160,AT3G45060,0.03198395712991112
AT5G39580,AT1G52200,0.03189113315800113
AT5G39580,AT4G31550,0.03188451218293538
AT3G22060,AT2G17740,0.03182178018332536
AT1G51890,AT3G14240,0.0317825262469986
AT2G25000,AT1G64170,0.0316959013054761
AT2G17740,AT2G39200,0.031690535832882234
AT3G19010,AT1G19380,0.031648126037160565
AT3G19010,AT4G35180,0.031582781961052984
AT2G38900,AT1G20150,0.03157147128006668
AT3G49780,AT2G19170,0.031537840850161286
AT3G29034,AT4G34980,0.03152970660578527
AT5G19660,AT2G41220,0.03152683645919615
AT3G29034,AT5G53110,0.03149877660846721
AT2G30490,AT3G29034,0.03143357189312858
AT5G44585,AT4G20000,0.031411719295778295
AT5G66420,AT1G51680,0.031376912684996226
AT4G08850,AT2G19190,0.03137198222001907
AT3G22060,AT4G33430,0.03136640120249574
AT5G58820,AT1G20150,0.031353817087977444
AT5G40780,AT2G15620,0.03133030678989274
AT2G39530,AT1G32950,0.031328757383372034
AT2G17740,AT1G51800,0.03132813652378225
AT5G50200,AT1G08090,0.03130372579194826
AT3G19930,AT1G37130,0.031298167167653435
AT5G04140,AT2G15620,0.0312812634319613
AT1G51680,AT2G22122,0.0312649331584209
AT4G27730,AT2G41220,0.03126015277168743
AT5G07440,AT3G19930,0.031235966668579963
AT4G26330,AT1G66210,0.031216154606710886
AT2G25000,AT1G12940,0.03113779875563635
AT1G64170,AT2G25470,0.031113243047113194
AT5G55050,AT1G08090,0.03106887282322209
AT5G46330,AT4G28140,0.03106649517389672
AT5G67450,AT1G65490,0.031052054695704264
AT4G20860,AT1G65690,0.031042618795123145
AT5G37600,AT5G40780,0.030999597905692414
AT5G66420,AT2G37040,0.030848925537910656
AT2G37710,AT4G33430,0.030825369654933637
AT3G46280,AT5G48430,0.030809258514732093
AT2G41220,AT2G39850,0.03079618780189835
AT5G67360,AT2G30360,0.03077617831129825
AT1G49000,AT5G37600,0.0307732377657037
AT1G65690,AT5G53110,0.030666023961152075
AT5G53110,AT1G14780,0.030592287386376336
AT4G20860,AT1G51800,0.030560284757616775
AT1G64280,AT5G20480,0.030537443786443682
AT1G30730,AT1G21670,0.03052009253125568
AT1G19380,AT4G01250,0.030519198290132405
AT4G20000,AT2G02220,0.03050704843751232
AT5G54160,AT4G30190,0.030431327621995345
AT5G44530,AT5G04140,0.03041636529525456
AT5G01540,AT3G22060,0.030391047482535263
AT2G25470,AT4G27730,0.030382223057429287
AT1G15950,AT2G37040,0.03036914846089215
AT5G03620,AT1G20150,0.03036667399389398
AT1G20150,AT5G03620,0.03034869565217373
AT4G23210,AT3G25882,0.03033611612668609
AT1G19380,AT5G46330,0.030269663838253805
AT1G19380,AT4G31550,0.03026680279417992
AT3G14240,AT5G67360,0.03016222677329044
AT5G39580,AT4G01700,0.030160262973708125
AT5G48430,AT2G17740,0.030137028604065856
AT5G53460,AT4G33430,0.029997794865965
AT5G53110,AT3G26210,0.029980321066780155
AT5G67360,AT3G14240,0.02993490568862495
AT5G44585,AT5G67450,0.029890885976171788
AT5G01540,AT2G44490,0.02986709946991193
AT3G14067,AT1G20160,0.029835126804353605
AT3G26210,AT2G37710,0.029759199573353205
AT2G38900,AT2G19170,0.029727126006139706
AT3G19930,AT1G20160,0.02971816887670058
AT2G19170,AT1G01900,0.02968863967156841
AT1G05300,AT1G12940,0.029663033638263142
AT1G30730,AT2G39200,0.029648034953377086
AT5G53110,AT1G49000,0.029621705407444007
AT2G30490,AT1G65690,0.02957130727104809
AT5G53110,AT5G40780,0.02954579424494303
AT1G37130,AT3G19930,0.029471076343286527
AT1G64170,AT5G37600,0.02946065695769129
AT4G34980,AT2G39850,0.029427510861055644
AT4G34980,AT2G30360,0.0293492811971081
AT2G39850,AT2G41220,0.02931233237363368
AT5G59080,AT5G19660,0.029260242178664988
AT5G40780,AT1G51890,0.029187784687951045
AT5G53460,AT2G41220,0.02918675472074356
AT2G44490,AT5G67090,0.02917515083712512
AT4G34980,AT5G51750,0.02917195783585576
AT4G34980,AT5G07440,0.029086580430157237
AT4G20000,AT1G05300,0.029004616147767563
AT1G64170,AT3G26210,0.02890019462589385
AT4G30190,AT3G45060,0.02889645249139734
AT4G30190,AT4G28140,0.02885852357368357
AT5G04140,AT2G30360,0.02884404423241964
AT5G37600,AT1G64170,0.02873364225515239
AT3G50470,AT1G02450,0.028724780296038782
AT1G51890,AT5G53110,0.0286652156923294
AT2G44490,AT4G01250,0.028651380094416187
AT3G48650,AT3G52450,0.028613131815632326
AT2G37710,AT1G61380,0.028448247027911683
AT1G51680,AT4G01700,0.0284412909513092
AT2G37710,AT2G25000,0.028437644825436762
AT5G46330,AT2G38900,0.028360511710897318
AT4G31550,AT1G30720,0.028342191296063995
AT4G00230,AT1G32970,0.028333149218800945
AT2G44380,AT2G25470,0.02832268189521113
AT2G37710,AT4G35180,0.028304957741132918
AT5G39580,AT3G19010,0.0282989290378323
AT5G59090,AT1G08090,0.028293769776534927
AT2G38900,AT3G45060,0.028273997747890318
AT4G35180,AT1G64280,0.02825278836147873
AT1G51680,AT1G37130,0.028228278803179307
AT3G46280,AT2G39530,0.028195193598833605
AT2G06050,AT4G24160,0.02814666896324267
AT2G37710,AT1G65490,0.02809600385154356
AT2G04160,AT4G20430,0.02808464969996204
AT4G35180,AT1G51890,0.02808416274633636
AT5G44530,AT5G59080,0.02800759651285113
AT5G44585,AT2G39200,0.027957125645483118
AT4G21870,AT4G33430,0.027901574317975963
AT1G61380,AT5G55050,0.02789622000130204
AT2G42360,AT2G06050,0.02789047533622884
AT3G29034,AT1G52200,0.02779784446178317
AT4G31800,AT4G28140,0.02771234192292354
AT4G35180,AT1G02450,0.027683312184956205
AT2G25000,AT3G26210,0.027679339023649385
AT4G24160,AT1G61360,0.02765066541399376
AT5G46330,AT2G19170,0.027625008992039485
AT3G59880,AT1G12940,0.02762044784007016
AT3G21080,AT1G02450,0.027616309231262275
AT2G39850,AT1G77380,0.027610233218095286
AT2G05920,AT3G29034,0.027604659849664016
AT4G38560,AT4G35180,0.02759925096250837
AT3G45060,AT2G38900,0.027513880926309044
AT1G61380,AT1G05300,0.027510585051652343
AT5G51750,AT5G44530,0.027477770236162345
AT4G38560,AT4G31800,0.027436293079934008
AT2G41220,AT2G04160,0.027417860110662527
AT3G14240,AT1G32950,0.02740926841856549
AT5G11940,AT5G59090,0.02738174656914756
AT2G37040,AT2G19190,0.027369754542661245
AT3G48650,AT1G64280,0.02730655292572199
AT4G20000,AT3G29034,0.027243203916087932
AT1G12940,AT1G20160,0.027214179987208445
AT5G53110,AT3G50470,0.027164004205752417
AT4G35180,AT4G23210,0.027108226897681702
AT1G30720,AT4G31550,0.027092320572421245
AT3G25882,AT2G37710,0.02706127768959464
AT3G26210,AT1G21670,0.027043211390783826
AT3G48650,AT4G24160,0.02699499572358886
AT1G64280,AT4G21870,0.026980693496849083
AT4G31550,AT2G44490,0.026948379526329704
AT3G48650,AT5G01540,0.02690172706552144
AT2G42360,AT1G51800,0.0268713191599504
AT1G32950,AT2G04160,0.026868804878601518
AT3G22060,AT2G39200,0.026856551201166888
AT4G35180,AT1G70530,0.026777932602087138
AT5G04140,AT1G65490,0.02676395332645997
AT3G22060,AT2G36690,0.0267449855310384
AT2G04160,AT5G59130,0.026723583132525087
AT2G15620,AT5G04140,0.026673997530338986
AT2G05920,AT4G34980,0.02667380026819636
AT2G44380,AT5G44585,0.026589611196568816
AT2G44380,AT1G64170,0.0265737334991058
AT2G41220,AT5G19660,0.026554104100300825
AT2G44490,AT3G19010,0.02655310251452833
AT1G64280,AT2G44490,0.026546644146839042
AT3G49780,AT1G65690,0.026544157243176828
AT4G34980,AT1G77380,0.026536289100463625
AT5G59130,AT2G04160,0.026505949904018826
AT3G19930,AT5G20250,0.026500624621252918
AT4G20860,AT1G51620,0.02645288510880028
AT5G48430,AT3G19930,0.026425712183241263
AT1G19380,AT2G44490,0.026410840069399262
AT5G67360,AT3G14067,0.0263970289069672
AT2G05920,AT5G51750,0.02634866951260574
AT4G01700,AT1G49000,0.026337706779748355
AT3G19450,AT4G27730,0.02632332749930255
AT5G66420,AT2G19190,0.02631488686949676
AT2G42360,AT1G51890,0.026306652459908427
AT2G05920,AT5G04140,0.026284114237506692
AT2G44490,AT5G46330,0.02623242880134403
AT1G49000,AT3G26210,0.026216974161062608
AT4G30190,AT5G54160,0.026180915202314047
AT1G30720,AT2G37040,0.026096339789421302
AT1G30730,AT2G36690,0.02609465130651236
AT3G19450,AT5G04140,0.026084481355139674
AT3G26210,AT1G51890,0.026065967241049558
AT2G25470,AT1G05300,0.025969745045866143
AT4G23210,AT1G51620,0.02589238855477032
AT4G20850,AT1G32950,0.025849947058703998
AT5G53110,AT1G05300,0.02580347591748958
AT5G50200,AT3G25882,0.02580217151044164
AT3G46280,AT2G39200,0.025798763347381203
AT2G19190,AT1G51680,0.025788801772549573
AT5G53110,AT3G29034,0.02578280360246185
AT1G64280,AT4G31800,0.025761364220307267
AT2G19170,AT1G20160,0.025738398601306462
AT2G30490,AT5G55050,0.025727061468371358
AT3G50470,AT4G35180,0.025671942141450608
AT2G19190,AT5G20480,0.025639327083330655
AT3G50480,AT5G37600,0.025571063466182462
AT1G30720,AT3G19010,0.025570083513656583
AT3G22060,AT1G51800,0.02556187968527529
AT1G77380,AT1G14780,0.025497110350720675
AT3G22060,AT5G44585,0.025453535474814968
AT1G49000,AT3G59880,0.02540977658176916
AT5G59090,AT2G22122,0.0254018679473746
AT2G30360,AT5G67360,0.02539475366633573
AT4G24160,AT3G19010,0.025308517653029727
AT2G15620,AT4G33430,0.025289430488687682
AT1G66210,AT1G20150,0.02528138800495084
AT3G14240,AT1G65690,0.025267433294456274
AT2G39850,AT4G34980,0.025264648352599388
AT3G59880,AT5G55050,0.025191922886200164
AT4G31800,AT4G38560,0.025126599534339215
AT5G53110,AT5G37600,0.02512449896928073
AT4G27730,AT3G19450,0.0250609140259962
AT5G44585,AT2G44380,0.0250608068960432
AT2G19190,AT5G66420,0.02505909019627021
AT1G14780,AT3G19450,0.02505855858356193
AT1G12940,AT4G27730,0.025017280567308186
AT4G38560,AT3G50480,0.025013527570483696
AT1G02450,AT5G59130,0.02498103633225544
AT5G45650,AT2G04160,0.0249724439210254
AT3G26210,AT5G10450,0.024949851205271267
AT2G19170,AT2G38900,0.024942648164756016
AT2G41220,AT2G25000,0.02492564342663869
AT3G22060,AT5G48430,0.02492561704019213
AT2G42360,AT2G19190,0.02490427052067536
AT2G37040,AT2G22122,0.024878194989742843
