gene1,gene2,value
AT2G17740,AT1G51620,0.7920395645313391
AT4G01250,AT1G61360,0.7919884276080782
AT1G61360,AT4G01250,0.7919884276080782
AT1G30730,AT2G44370,0.7919553826780165
AT1G30730,AT2G39200,0.7902852100304925
AT1G30720,AT5G48430,0.7883891213280543
AT5G48430,AT1G30720,0.7883891213280543
AT1G51800,AT3G46280,0.7874839446004447
AT3G46280,AT1G51800,0.7874839446004447
AT3G19010,AT5G39580,0.7848842987225813
AT5G39580,AT3G19010,0.7848842987225813
AT3G19010,AT2G44490,0.784304738416655
AT2G44490,AT3G19010,0.784304738416655
AT4G35180,AT2G02220,0.7841243408473146
AT2G17740,AT4G20860,0.7830208966016311
AT4G20860,AT2G17740,0.7830208966016311
AT5G44585,AT2G39200,0.7829668744470095
AT2G39530,AT2G17740,0.782904108510364
AT2G17740,AT2G39530,0.782904108510364
AT4G23210,AT2G44370,0.7815485546338974
AT1G51620,AT1G52200,0.7814261854932021
AT1G52200,AT1G51620,0.7814261854932021
AT4G23210,AT3G21080,0.7803619550229627
AT3G21080,AT4G23210,0.7803619550229627
AT4G20860,AT3G22060,0.7803146706250499
AT3G22060,AT4G20860,0.7803146706250499
AT5G48430,AT2G17740,0.7794828270085129
AT2G17740,AT5G48430,0.7794828270085129
AT3G52450,AT3G19010,0.7776951221055124
AT3G19010,AT3G52450,0.7776951221055124
AT4G20000,AT2G39200,0.7769561117614788
AT1G51800,AT1G52200,0.7769046159262146
AT1G52200,AT1G51800,0.7769046159262146
AT2G36690,AT3G22060,0.7764823640320722
AT3G22060,AT2G36690,0.7764823640320722
AT1G51800,AT2G19190,0.7754521995331198
AT2G19190,AT1G51800,0.7754521995331198
AT1G19380,AT3G52450,0.7752120788948892
AT3G52450,AT1G19380,0.7752120788948892
AT1G51890,AT1G52200,0.7749790111226519
AT1G52200,AT1G51890,0.7749790111226519
AT4G31550,AT3G19010,0.7749420943634321
AT3G19010,AT4G31550,0.7749420943634321
AT3G22060,AT2G17740,0.774627867991558
AT4G20860,AT1G52200,0.7739273938855471
AT1G52200,AT4G20860,0.7739273938855471
AT3G19010,AT2G02220,0.7716916058754658
AT5G39580,AT1G51620,0.770355358102489
AT5G53110,AT2G44370,0.7698374717207781
AT1G51890,AT2G44370,0.7686956317136362
AT1G52200,AT3G46280,0.7686242585163758
AT3G46280,AT1G52200,0.7686242585163758
AT1G30730,AT5G44585,0.768376328239862
AT5G44585,AT1G30730,0.768376328239862
AT4G20000,AT1G51620,0.7681871981762821
AT3G52450,AT1G51620,0.7680224378802062
AT3G46280,AT5G48430,0.7680051688124332
AT5G48430,AT3G46280,0.7680051688124332
AT4G20860,AT1G51620,0.7678342789028327
AT4G23210,AT4G35180,0.7677548012746261
AT4G35180,AT4G23210,0.7677548012746261
AT1G52200,AT2G36690,0.7677298539322449
AT4G35180,AT1G51890,0.7662437967067385
AT1G51890,AT4G35180,0.7662437967067385
AT5G39580,AT2G36690,0.7656505130309442
AT4G23210,AT2G17740,0.7644889079885917
AT5G44585,AT4G20000,0.7644880288488222
AT4G20000,AT5G44585,0.7644880288488222
AT1G51890,AT2G02220,0.7642645453690935
AT5G48430,AT1G51800,0.7642581742619241
AT1G49000,AT5G53110,0.7640073079001394
AT5G53110,AT1G49000,0.7640073079001394
AT4G01250,AT1G51620,0.7632682182782541
AT5G39580,AT1G51800,0.7630623473461284
AT1G61360,AT3G19010,0.7629680068639606
AT3G19010,AT1G61360,0.7629680068639606
AT5G48430,AT1G52200,0.7628337612399878
AT3G46280,AT1G51620,0.7621425607784371
AT3G19010,AT2G36690,0.7617397185924327
AT2G44490,AT5G01540,0.7614362448868608
AT1G65690,AT1G52200,0.7610264655517879
AT2G44380,AT2G44370,0.7604776072609792
AT5G48430,AT2G36690,0.7603481275147767
AT3G22060,AT1G51800,0.7595301121140235
AT1G51890,AT2G42360,0.7595149208651002
AT2G42360,AT1G51890,0.7595149208651002
AT2G44490,AT2G39200,0.7590896910054348
AT4G23210,AT1G51800,0.7585394027532135
AT4G08850,AT1G51800,0.7584015339464015
AT1G49000,AT2G02220,0.7583483815561454
AT4G23210,AT2G02220,0.7580887750257209
AT1G61360,AT2G44370,0.757410580621043
AT4G38560,AT4G08850,0.7572821064400259
AT4G08850,AT4G38560,0.7572821064400259
AT3G29034,AT5G50200,0.7571381018160479
AT5G50200,AT3G29034,0.7571381018160479
AT4G20860,AT1G51800,0.7569205194687927
AT4G31550,AT2G36690,0.7563865465926933
AT4G31550,AT3G52450,0.7563374515311586
AT5G39580,AT4G01250,0.7560847379618184
AT4G01250,AT5G39580,0.7560847379618184
AT5G39580,AT2G44370,0.7557633125232042
AT4G20000,AT2G02220,0.7552388582601505
AT5G44585,AT1G51620,0.755234810018801
AT4G08850,AT3G19010,0.7549090182432023
AT3G19010,AT4G08850,0.7549090182432023
AT4G20000,AT5G53110,0.7539623413042411
AT5G53110,AT4G20000,0.7539623413042411
AT1G51890,AT2G36690,0.7535306732286534
AT1G49000,AT1G51620,0.7533542605364641
AT1G61380,AT2G44370,0.7524657112792701
AT5G48430,AT2G39200,0.7522663591043082
AT4G31550,AT4G08850,0.7521994448853521
AT4G08850,AT4G31550,0.7521994448853521
AT1G49000,AT5G01540,0.7514697412104863
AT1G30730,AT4G20000,0.7513761600092124
AT4G20000,AT1G30730,0.7513761600092124
AT1G30720,AT1G51800,0.7508263233399683
AT4G35180,AT1G51620,0.7500676330831232
AT3G46280,AT2G36690,0.7491704442899191
AT4G31550,AT5G39580,0.7488729822821987
AT2G42360,AT1G51620,0.7488660130508991
AT1G51890,AT4G20860,0.7486253189991181
AT4G20860,AT1G51890,0.7486253189991181
AT1G49000,AT2G39200,0.7478345819382256
AT3G29034,AT1G65690,0.7476641215183382
AT1G65690,AT3G29034,0.7476641215183382
AT1G51890,AT5G01540,0.7474719202623603
AT1G30730,AT2G36690,0.7472980113521028
AT5G44585,AT2G36690,0.7467042966127486
AT1G70530,AT2G44490,0.7446938915261991
AT2G44490,AT1G70530,0.7446938915261991
AT1G49000,AT4G01700,0.7438695386815545
AT4G01700,AT1G49000,0.7438695386815545
AT1G61380,AT2G39200,0.7437358975611736
AT3G46280,AT5G39580,0.7437162327754053
AT4G23210,AT2G39200,0.743684165710468
AT4G01250,AT5G01540,0.7435324763244052
AT1G65690,AT4G20860,0.7426622661954732
AT4G20860,AT1G65690,0.7426622661954732
AT4G38560,AT5G01540,0.7426274390373206
AT5G50200,AT1G65690,0.7422456125295909
AT1G65690,AT5G50200,0.7422456125295909
AT3G48650,AT4G01250,0.7422242414497333
AT4G01250,AT3G48650,0.7422242414497333
AT4G20860,AT2G36690,0.7422104359132715
AT5G53110,AT2G02220,0.742176325791311
AT2G42360,AT3G22060,0.7420360125249944
AT3G22060,AT2G42360,0.7420360125249944
AT4G35180,AT2G44370,0.7420230753884237
AT2G42360,AT2G39200,0.7413573084233991
AT4G38560,AT4G35180,0.7405604118372545
AT4G35180,AT4G38560,0.7405604118372545
AT2G44490,AT2G36690,0.7404169264497504
AT4G31550,AT2G02220,0.7394998884898479
AT2G30490,AT4G20860,0.7394951345673367
AT2G42360,AT2G30490,0.7373096383927098
AT2G30490,AT2G42360,0.7373096383927098
AT1G30720,AT2G36690,0.736813325112363
AT1G61380,AT1G51800,0.7364175264831616
AT5G50200,AT1G52200,0.7364002386493703
AT4G08850,AT1G64280,0.7355207398480398
AT1G64280,AT4G08850,0.7355207398480398
AT4G20000,AT2G36690,0.7342956752897507
AT2G44490,AT4G01250,0.7338923488438538
AT3G48650,AT3G52450,0.7329958924447214
AT5G40780,AT5G50200,0.7323430076573758
AT5G50200,AT5G40780,0.7323430076573758
AT4G35180,AT1G51800,0.7319312782667284
AT4G23210,AT1G51890,0.7319197563288949
AT3G22060,AT2G02220,0.7317885050604751
AT3G48650,AT2G36690,0.731567833570117
AT3G46280,AT2G39530,0.7314049369922847
AT2G39530,AT3G46280,0.7314049369922847
AT3G22060,AT2G44370,0.7311055221089059
AT4G31550,AT2G39200,0.7310648511155601
AT1G61380,AT1G51620,0.7301365947451495
AT1G61360,AT1G51620,0.7299851692782808
AT1G19380,AT1G51620,0.7298250873277186
AT2G44380,AT5G53110,0.7297493930611624
AT5G53110,AT2G44380,0.7297493930611624
AT2G42360,AT4G35180,0.7293670326995515
AT4G35180,AT2G42360,0.7293670326995515
AT1G61380,AT5G01540,0.7292119428288246
AT3G48650,AT2G02220,0.7287198632323221
AT1G19380,AT4G01250,0.7287054024006547
AT3G22060,AT5G01540,0.7280405884939173
AT2G30490,AT2G17740,0.7279464968226764
AT4G23210,AT2G36690,0.7276142379123393
AT2G42360,AT4G23210,0.7273454712328336
AT1G65690,AT1G51800,0.7273097025542766
AT5G66420,AT5G39580,0.7272334078505802
AT2G39530,AT1G51890,0.7269445768936824
AT5G53110,AT1G51890,0.7262296963524751
AT3G48650,AT3G19010,0.7261845086406048
AT2G37710,AT4G23210,0.7259236842919685
AT5G40780,AT1G51890,0.7241135244621191
AT5G44585,AT2G17740,0.7234363420637202
AT1G30720,AT2G44370,0.72336585828252
AT1G30720,AT2G39200,0.7231874726227312
AT1G64280,AT1G70530,0.7224909129168771
AT1G70530,AT1G64280,0.7224909129168771
AT3G49780,AT1G51890,0.7214847607189068
AT5G45650,AT5G59130,0.721145336266471
AT5G59130,AT5G45650,0.721145336266471
AT2G39530,AT1G65690,0.7210691775028416
AT1G65690,AT2G39530,0.7210691775028416
AT4G01700,AT2G44370,0.7208157647389607
AT1G61380,AT2G02220,0.7207469203020149
AT1G19380,AT5G39580,0.7198343355373299
AT2G37710,AT4G35180,0.7193058889029902
AT5G53110,AT2G39200,0.7192657770371345
AT1G70530,AT2G39200,0.7188074514428847
AT3G14240,AT2G05920,0.7186401063281821
AT2G05920,AT3G14240,0.7186401063281821
AT2G44380,AT5G44585,0.7183976612017668
AT5G44585,AT2G44380,0.7183976612017668
AT2G30490,AT3G22060,0.718123805964793
AT5G50200,AT2G42360,0.7175346706839776
AT2G44380,AT1G51620,0.7175045804679746
AT5G44585,AT2G02220,0.7174591922703639
AT1G49000,AT5G67450,0.7174011490833634
AT5G67450,AT1G49000,0.7174011490833634
AT3G26210,AT1G51890,0.7171634804464004
AT1G30730,AT1G30720,0.7169640543505251
AT1G30720,AT1G30730,0.7169640543505251
AT3G26210,AT5G40780,0.7165183099897371
AT5G40780,AT3G26210,0.7165183099897371
AT2G39530,AT4G20860,0.7150430217571029
AT1G30730,AT2G02220,0.7138987642546891
AT5G66420,AT3G46280,0.7132222014855145
AT1G30720,AT3G19010,0.7131717776349292
AT1G19380,AT2G44490,0.7130419606003845
AT2G44490,AT1G19380,0.7130419606003845
AT5G50200,AT1G51890,0.7129582289939971
AT1G64280,AT2G02220,0.7124929021231581
AT4G31550,AT1G51800,0.7116716417637071
AT5G44585,AT1G52200,0.7112770326264815
AT1G64280,AT2G44490,0.711163870205645
AT1G61380,AT4G23210,0.7108745379387703
AT1G61380,AT1G51890,0.7107463170571472
AT2G44380,AT4G20000,0.7099000525322587
AT4G01700,AT1G51800,0.7094320316560808
AT3G29034,AT2G44370,0.7088605839163388
AT1G49000,AT1G51800,0.7082389088752621
AT1G65690,AT2G17740,0.708064591665609
AT5G48430,AT4G20860,0.7079749846592992
AT1G30720,AT2G17740,0.7078636092250041
AT1G61380,AT1G70530,0.7073943768453126
AT1G70530,AT1G61380,0.7073943768453126
AT1G30730,AT1G51620,0.7072793219131122
AT5G50200,AT2G39200,0.7068598767971387
AT4G08850,AT2G02220,0.7066711120795569
AT2G39530,AT2G42360,0.706476954619976
AT3G29034,AT2G39200,0.7056813767891524
AT3G29034,AT4G20000,0.7046863353147225
AT1G70530,AT4G20860,0.7038356891611434
AT1G05300,AT4G20000,0.7038046073862215
AT5G48430,AT2G44370,0.7036809099436563
AT2G19190,AT2G42360,0.7034764018698842
AT4G01700,AT1G51620,0.7032218426505165
AT1G65690,AT4G35180,0.7026137173651931
AT5G67450,AT4G38560,0.7024899496762342
AT4G38560,AT5G67450,0.7024899496762342
AT1G30720,AT5G66420,0.7022516331920954
AT5G66420,AT1G30720,0.7022516331920954
AT5G66420,AT1G51800,0.7019398701529533
AT2G30490,AT2G39200,0.7018523036963186
AT1G61380,AT4G38560,0.7015677216809723
AT4G38560,AT1G61380,0.7015677216809723
AT2G37710,AT1G61380,0.7013676124078424
AT3G21080,AT4G35180,0.7009246905009205
AT4G34980,AT3G14240,0.7007965320224575
AT3G14240,AT4G34980,0.7007965320224575
AT4G38560,AT4G23210,0.7003857610458499
AT4G31550,AT5G01540,0.7003371384844767
AT4G08850,AT5G01540,0.6991680118899702
AT1G64280,AT4G38560,0.6991308383881004
AT4G38560,AT1G64280,0.6991308383881004
AT2G37710,AT2G02220,0.6988004239386522
AT1G70530,AT2G36690,0.6983214546104496
AT3G48650,AT1G61360,0.6982580223225474
AT5G67450,AT2G44370,0.6980944782053794
AT4G24160,AT4G01250,0.6979436007363096
AT3G21080,AT3G25882,0.6979002915373392
AT3G25882,AT3G21080,0.6979002915373392
AT2G39530,AT4G23210,0.697860221731375
AT5G37600,AT3G26210,0.6975308930090945
AT3G26210,AT5G37600,0.6975308930090945
AT4G08850,AT1G30720,0.6959925381825645
AT4G38560,AT1G51800,0.6955457265162737
AT2G39530,AT1G52200,0.6949641687579551
AT2G37710,AT3G25882,0.6947874908888783
AT3G25882,AT2G37710,0.6947874908888783
AT2G30490,AT1G65690,0.6947742402755346
AT3G48650,AT2G44490,0.6946546606706664
AT3G29034,AT3G49780,0.6937649285265725
AT3G49780,AT3G29034,0.6937649285265725
AT3G29034,AT2G39530,0.693593738508892
AT2G39530,AT3G29034,0.693593738508892
AT4G38560,AT2G37710,0.6929933845278523
AT2G37710,AT4G38560,0.6929933845278523
AT1G30730,AT2G17740,0.6929372959812211
AT2G39530,AT2G30490,0.6928598687991389
AT2G30490,AT2G39530,0.6928598687991389
AT1G70530,AT1G52200,0.6927675556804685
AT5G53110,AT1G51620,0.6923515656481605
AT2G44380,AT3G26210,0.6918562706545565
AT3G26210,AT2G44380,0.6918562706545565
AT1G05300,AT5G37600,0.6914805092017223
AT5G37600,AT1G05300,0.6914805092017223
AT5G50200,AT2G17740,0.6898602556091463
AT3G19930,AT1G30720,0.6887715425719904
AT1G19380,AT5G01540,0.6887535803989657
AT5G66420,AT2G17740,0.6886846556618763
AT4G01700,AT3G19010,0.6883012846227221
AT4G01700,AT5G01540,0.6880264249338357
AT1G70530,AT1G51800,0.6878495089586882
AT3G25882,AT1G51890,0.6868077767133716
AT3G50480,AT3G21080,0.686672839539165
AT3G21080,AT3G50480,0.686672839539165
AT4G31800,AT4G35180,0.6864247624045353
AT4G08850,AT5G39580,0.6860954747959154
AT1G64170,AT1G05300,0.6860104761721879
AT1G05300,AT1G64170,0.6860104761721879
AT2G37710,AT1G49000,0.6858217296398983
AT1G19380,AT2G39200,0.6850059489102798
AT5G40780,AT1G65690,0.6832780750284186
AT4G08850,AT2G39200,0.6826017103654185
AT1G70530,AT5G01540,0.6825893648256077
AT3G25882,AT4G23210,0.6824288924130771
AT3G48650,AT1G64280,0.6823684237992065
AT1G64280,AT3G48650,0.6823684237992065
AT1G64280,AT5G01540,0.6822985073396469
AT3G29034,AT2G42360,0.6821006931645175
AT2G37710,AT5G01540,0.6816315610485097
AT3G50470,AT2G02220,0.6811558598165499
AT5G50200,AT3G46280,0.6807025668293731
AT5G50200,AT2G39530,0.6806811731256629
AT5G40780,AT4G35180,0.6799730288663491
AT3G21080,AT2G17740,0.679339683213793
AT1G30730,AT1G61360,0.6791545186232218
AT4G24160,AT3G19010,0.6787238453877907
AT3G26210,AT5G53110,0.6786265287146155
AT5G53110,AT3G26210,0.6786265287146155
AT5G53110,AT5G50200,0.6773864619654313
AT3G48650,AT4G35180,0.6768209680249515
AT1G19380,AT4G31550,0.6763136890748068
AT3G49780,AT1G52200,0.67593015549959
AT5G66420,AT5G48430,0.675651093866981
AT5G40780,AT5G37600,0.6755213924549134
AT5G37600,AT5G40780,0.6755213924549134
AT2G44380,AT2G39200,0.6751217068876073
AT3G25882,AT3G50470,0.674856013835016
AT3G50470,AT3G25882,0.674856013835016
AT4G24160,AT1G61360,0.6746951467220379
AT4G21410,AT1G61360,0.6745750831999988
AT5G67450,AT2G44380,0.6745595451861686
AT2G44380,AT5G67450,0.6745595451861686
AT3G50470,AT4G35180,0.6745307078454477
AT3G19930,AT4G08850,0.6741308300611271
AT4G38560,AT2G42360,0.6740865684862368
AT3G25882,AT1G65690,0.6725405475817168
AT1G05300,AT1G49000,0.6721902658441199
AT5G67450,AT1G51620,0.6716530970942974
AT1G19380,AT3G19010,0.6713894186776929
AT4G24160,AT3G52450,0.6705402072779243
AT4G01700,AT3G22060,0.6689000913478522
AT5G40780,AT1G52200,0.6683327860358197
AT2G37710,AT1G70530,0.6678483901886689
AT4G01700,AT4G20000,0.6675388701525711
AT3G50470,AT5G53110,0.6674585890608511
AT4G01700,AT2G39200,0.6671404335718841
AT3G26210,AT5G50200,0.6660293493282273
AT3G50470,AT3G48650,0.6656876475559846
AT4G01700,AT2G17740,0.6650505244211503
AT3G26210,AT5G44585,0.6642499849733868
AT3G21080,AT1G51620,0.6640743940105276
AT3G21080,AT1G51890,0.6628611093125096
AT2G19190,AT2G17740,0.6627145012858521
AT4G21410,AT3G52450,0.6618257186383281
AT1G05300,AT2G44370,0.6606132625668582
AT3G49780,AT1G65690,0.6606083843479877
AT2G19190,AT3G46280,0.6603883491022706
AT3G59880,AT1G49000,0.6592137041736823
AT5G67450,AT5G01540,0.6587394781195216
AT1G64170,AT2G44380,0.658457766047354
AT2G44380,AT1G64170,0.658457766047354
AT2G37710,AT5G67450,0.6579217875097104
AT5G67450,AT2G37710,0.6579217875097104
AT1G05300,AT2G25470,0.6576341214972852
AT2G25470,AT1G05300,0.6576341214972852
AT3G25882,AT3G29034,0.6567180687268223
AT4G31800,AT2G02220,0.6560845559453675
AT2G44380,AT4G23210,0.6559961821323911
AT1G64280,AT3G19010,0.6553596632883941
AT3G26210,AT2G44370,0.654439415670393
AT2G25470,AT1G12940,0.6540972804426226
AT1G12940,AT2G25470,0.6540972804426226
AT1G05300,AT2G44380,0.6535276093771614
AT3G50470,AT5G01540,0.6534753408216165
AT2G30490,AT1G51890,0.653229226585106
AT1G64170,AT4G20000,0.6526389693803907
AT1G02450,AT3G21080,0.651899733826504
AT3G21080,AT1G02450,0.651899733826504
AT5G37600,AT5G50200,0.6515545197643225
AT3G26210,AT4G23210,0.6514509682662919
AT2G19190,AT1G65690,0.6513468111438586
AT5G66420,AT2G44370,0.6508103027185169
AT1G51680,AT1G30720,0.6505765462402591
AT3G50470,AT2G44370,0.6495514515818289
AT3G21080,AT2G44370,0.64916178997102
AT3G50470,AT3G26210,0.6491381619233159
AT3G26210,AT3G50470,0.6491381619233159
AT3G21080,AT4G20000,0.6490879380123539
AT1G64280,AT4G35180,0.648581655789111
AT1G19380,AT1G61360,0.6484672169218387
AT4G21410,AT2G39200,0.6481683205081891
AT2G25470,AT2G44380,0.6477679492183844
AT1G02450,AT2G37710,0.6477166725067495
AT5G67450,AT5G44585,0.6471206324022577
AT5G37600,AT1G49000,0.6469407863274238
AT1G02450,AT4G35180,0.6466943117237121
AT2G19190,AT4G08850,0.6465027094959781
AT1G64170,AT3G26210,0.6462702143106037
AT5G67450,AT4G23210,0.645772579137286
AT3G25882,AT5G50200,0.6457505177015754
AT1G64280,AT4G01250,0.6457225118102469
AT1G02450,AT4G23210,0.6456952243452105
AT2G30490,AT1G51620,0.645540745626777
AT5G37600,AT4G20000,0.645208224581709
AT2G19190,AT4G20860,0.6441736618034272
AT4G34980,AT2G05920,0.6441311613034588
AT2G05920,AT4G34980,0.6441311613034588
AT2G37040,AT1G51800,0.6432247430899461
AT5G40780,AT5G53110,0.6424477236669145
AT3G50470,AT2G37710,0.6416979884865258
AT4G31800,AT4G01250,0.6404108890344655
AT4G24160,AT5G39580,0.6402517952147477
AT5G66420,AT2G42360,0.6395968600923154
AT1G64170,AT2G25470,0.6383972229131567
AT2G25470,AT1G64170,0.6383972229131567
AT1G15950,AT1G37130,0.6382383688615341
AT1G37130,AT1G15950,0.6382383688615341
AT5G67360,AT4G34980,0.637325206541391
AT4G34980,AT5G67360,0.637325206541391
AT3G49780,AT4G20860,0.6362213404985608
AT5G40780,AT1G61380,0.6359502087352293
AT2G30490,AT1G51800,0.635714934274901
AT5G66420,AT1G52200,0.6355047648438041
AT5G37600,AT5G53110,0.6353847358497487
AT3G50480,AT2G17740,0.63492700492063
AT5G40780,AT3G25882,0.6347720312492188
AT3G49780,AT2G39530,0.6340193934620539
AT2G19190,AT2G39530,0.6339958106072956
AT2G19190,AT4G38560,0.6338514956176311
AT1G05300,AT5G53110,0.6337668639040555
AT5G66420,AT1G51620,0.6335819808058218
AT1G51680,AT4G08850,0.6330148798372498
AT5G37600,AT1G12940,0.6308474977110319
AT1G12940,AT5G37600,0.6308474977110319
AT3G50470,AT2G36690,0.630674092524988
AT4G21410,AT1G51620,0.6305290496858362
AT4G31800,AT3G48650,0.6303139700115181
AT1G64170,AT2G25000,0.6286607358715209
AT2G25000,AT1G64170,0.6286607358715209
AT2G19190,AT1G30720,0.6284066774236037
AT5G54160,AT2G37040,0.6279338677023228
AT2G37040,AT5G54160,0.6279338677023228
AT4G24160,AT3G48650,0.6268297978016846
AT4G31800,AT4G23210,0.6267510841032989
