TAIR10	AT1G01010	GO:0003700
TAIR10	AT1G01020	GO:0006665
TAIR10	AT1G01020	GO:0016125
TAIR10	AT1G01020	GO:0005783
TAIR10	AT1G01020	GO:0016125
TAIR10	AT1G01020	GO:0006665
TAIR10	AT1G01030	GO:0006355
TAIR10	AT1G01030	GO:0003700
TAIR10	AT1G01030	GO:0048366
TAIR10	AT1G01030	GO:0006355
TAIR10	AT1G01030	GO:0006355
TAIR10	AT1G01030	GO:0009908
TAIR10	AT1G01040	GO:0035196
TAIR10	AT1G01040	GO:0035279
TAIR10	AT1G01040	GO:0030422
TAIR10	AT1G01040	GO:0010267
TAIR10	AT1G01040	GO:0035196
TAIR10	AT1G01040	GO:0006396
TAIR10	AT1G01040	GO:0009880
TAIR10	AT1G01040	GO:0009616
TAIR10	AT1G01040	GO:0010445
TAIR10	AT1G01040	GO:0010599
TAIR10	AT1G01040	GO:0005634
TAIR10	AT1G01040	GO:0010228
TAIR10	AT1G01040	GO:0010098
TAIR10	AT1G01040	GO:0010445
TAIR10	AT1G01040	GO:0010267
TAIR10	AT1G01040	GO:0010599
TAIR10	AT1G01040	GO:0009616
TAIR10	AT1G01040	GO:0003725
TAIR10	AT1G01040	GO:0005634
TAIR10	AT1G01040	GO:0006396
TAIR10	AT1G01040	GO:0031053
TAIR10	AT1G01040	GO:0035279
TAIR10	AT1G01040	GO:0031053
TAIR10	AT1G01040	GO:0005515
TAIR10	AT1G01040	GO:0030422
TAIR10	AT1G01046	GO:0003674
TAIR10	AT1G01046	GO:0005575
TAIR10	AT1G01046	GO:0008150
TAIR10	AT1G01050	GO:0005737
TAIR10	AT1G01050	GO:0005634
TAIR10	AT1G01050	GO:0004427
TAIR10	AT1G01060	GO:0009733
TAIR10	AT1G01060	GO:0042752
TAIR10	AT1G01060	GO:0006355
TAIR10	AT1G01060	GO:0009723
TAIR10	AT1G01060	GO:0006355
TAIR10	AT1G01060	GO:0006355
TAIR10	AT1G01060	GO:0003700
TAIR10	AT1G01060	GO:0003700
TAIR10	AT1G01060	GO:0046686
TAIR10	AT1G01060	GO:0009409
TAIR10	AT1G01060	GO:0009739
TAIR10	AT1G01060	GO:0009753
TAIR10	AT1G01060	GO:0048574
TAIR10	AT1G01060	GO:0042754
TAIR10	AT1G01060	GO:0009409
TAIR10	AT1G01060	GO:0009737
TAIR10	AT1G01060	GO:0048574
TAIR10	AT1G01060	GO:0007623
TAIR10	AT1G01060	GO:0009651
TAIR10	AT1G01060	GO:0009751
TAIR10	AT1G01060	GO:0009651
TAIR10	AT1G01073	GO:0008150
TAIR10	AT1G01073	GO:0003674
TAIR10	AT1G01080	GO:0008150
TAIR10	AT1G01090	GO:0009536
TAIR10	AT1G01090	GO:0004739
TAIR10	AT1G01100	GO:0022626
TAIR10	AT1G01100	GO:0022626
TAIR10	AT1G01100	GO:0005829
TAIR10	AT1G01100	GO:0022626
TAIR10	AT1G01100	GO:0022626
TAIR10	AT1G01100	GO:0005634
TAIR10	AT1G01115	GO:0003674
TAIR10	AT1G01115	GO:0008150
TAIR10	AT1G01120	GO:0005783
TAIR10	AT1G01120	GO:0010025
TAIR10	AT1G01120	GO:0009409
TAIR10	AT1G01120	GO:0010025
TAIR10	AT1G01120	GO:0009922
TAIR10	AT1G01120	GO:0016020
TAIR10	AT1G01120	GO:0009416
TAIR10	AT1G01120	GO:0009409
TAIR10	AT1G01130	GO:0005575
TAIR10	AT1G01130	GO:0008150
TAIR10	AT1G01140	GO:0009651
TAIR10	AT1G01140	GO:0051365
TAIR10	AT1G01140	GO:0009611
TAIR10	AT1G01140	GO:0051365
TAIR10	AT1G01140	GO:0009409
TAIR10	AT1G01140	GO:0043266
TAIR10	AT1G01140	GO:0009651
TAIR10	AT1G01140	GO:0009409
TAIR10	AT1G01140	GO:0010555
TAIR10	AT1G01183	GO:0035195
TAIR10	AT1G01183	GO:0035195
