Gene1,Gene2,Score
AT1G16370,AT3G56940,0.009637078005735841
AT3G13235,AT3G09350,0.009635492190363163
AT1G05180,AT5G48720,0.009635176312889208
AT2G27810,AT5G13630,0.009635018196061796
AT1G42705,AT4G22505,0.009634996758621825
AT2G39420,AT4G25820,0.009632976534799487
AT3G06040,AT3G24500,0.009625640935975243
AT5G52820,AT4G10265,0.009621510481966472
AT1G27160,AT1G01100,0.009619742387797448
AT2G16130,AT4G29840,0.009614236146748542
AT5G05870,AT5G54490,0.009610008385107465
AT2G37030,AT3G22620,0.00960995233073207
AT1G34000,AT5G42800,0.00960897459634444
AT5G35935,AT3G02640,0.009604155057165057
AT1G65032,AT5G44120,0.009597982466137309
AT5G61310,AT5G59970,0.00959558013682564
AT4G12950,AT5G39320,0.009593571544949598
AT5G06250,AT5G10390,0.00958965147438229
AT4G01490,AT5G44120,0.009589633437811617
AT4G08150,AT1G78660,0.009582800187709298
AT5G67320,AT5G52640,0.0095737636942804
AT4G13160,AT4G22505,0.009572464940150745
AT3G13150,AT1G30380,0.009571142831098634
AT2G12650,AT1G56320,0.009571084995664255
AT5G58660,AT1G23720,0.009570488411505549
AT5G61410,AT3G50930,0.009567778185237972
AT5G02490,AT3G03710,0.009567427474853101
AT3G07970,AT3G19320,0.009567323924781579
AT2G41900,AT3G51280,0.00956663478662562
AT2G25070,AT2G34850,0.009565319491270765
AT1G01900,AT1G14880,0.009562915195541186
AT5G62350,AT1G34680,0.009560451529003448
AT1G09440,AT3G24500,0.009557885922989817
AT3G17430,AT1G05420,0.009557476394429233
AT3G49490,AT5G51190,0.009556977919922962
AT3G08930,AT5G35900,0.00955013672885342
AT1G64570,AT5G15630,0.009549841570291899
AT3G08850,AT5G20850,0.009543840288326663
AT3G44530,AT1G30870,0.009536437260289816
AT5G53150,AT5G54270,0.009534791426537742
AT3G19140,AT5G56120,0.009532201535736676
AT2G42770,AT4G08593,0.009530742523553933
AT2G15690,AT2G29640,0.009525690531727951
AT5G19290,AT1G10760,0.00952220582083579
AT3G17030,AT5G61160,0.009519700760787153
AT4G04960,AT3G58550,0.009510937176672637
AT3G49490,AT3G46620,0.009507884214872007
AT1G10400,AT1G52690,0.009507696542017573
AT1G14280,AT4G23250,0.009507321794065953
AT3G16460,AT1G78900,0.00950435207683767
AT3G08850,AT5G48720,0.009501673498870263
AT4G30530,AT1G21395,0.00949964822388751
AT1G24460,AT5G01200,0.009499527793223942
AT4G27330,AT3G14415,0.009493146855939764
AT3G23980,AT5G10040,0.009482242137087968
AT3G17910,AT4G13430,0.009480496157108826
AT3G13235,AT1G07400,0.009477995473774634
AT1G80170,AT2G12420,0.00947648333982424
AT1G79850,AT4G25140,0.00947581752361458
AT5G03430,AT3G61470,0.009475768781444717
AT3G05530,AT1G32920,0.009469260402192835
AT5G22530,AT2G23240,0.009466554955069116
AT5G34869,AT5G45500,0.009463480171989041
AT1G49245,AT1G08150,0.009453255786632442
AT1G36095,AT4G08300,0.009452507769616288
AT3G15480,AT3G54890,0.009451438178878734
AT5G59570,AT2G25630,0.009450712209836397
AT3G14890,AT1G10522,0.009449481141836247
AT5G47920,AT2G47610,0.00944810942425151
AT3G18400,AT3G55790,0.00944575598786146
AT3G50110,AT3G54940,0.009442812633272974
AT5G28690,AT3G11630,0.009442168433444052
AT1G64810,AT1G06990,0.00943885427238537
AT5G48485,AT3G58660,0.009437152153250205
AT5G19430,AT4G10265,0.00943697132781372
AT3G05090,AT5G39890,0.009435465415900209
AT3G45110,AT5G48720,0.009434431648502719
AT3G24220,AT3G47833,0.009431249558339076
AT1G55180,AT2G28820,0.00942931969313039
AT5G53390,AT3G55790,0.009428855171237257
AT5G60280,AT4G23670,0.009427764490317302
AT5G61920,AT2G30615,0.00942641673011339
AT3G54200,AT3G08740,0.009424885122942003
AT5G56520,AT3G55280,0.009423357824310205
AT4G25750,AT3G47420,0.009422062873874879
AT2G12650,AT5G09530,0.009420186784206759
AT4G08560,AT2G39330,0.009418300262639104
AT5G66120,AT1G30870,0.009416175577196173
AT2G33870,AT2G41420,0.009415033006781176
AT1G65032,AT5G55240,0.00941211415441434
AT3G19210,AT2G37470,0.009411697777345318
AT5G61660,AT5G10040,0.009411141001736947
AT4G36960,AT5G14910,0.00940996136627556
AT5G06250,AT3G53830,0.009407913373912368
AT4G36160,AT1G70770,0.009406052118138315
AT5G63780,AT2G40300,0.009404827126472915
AT1G31230,AT1G15820,0.009401917872321313
AT2G12650,AT5G09520,0.009401341660337917
AT2G28900,AT5G07090,0.009400871176524397
AT1G73920,AT4G27652,0.009400005847579666
AT2G01790,AT3G56340,0.009396677817988423
AT3G57785,AT2G04400,0.009396013024129905
AT1G55620,AT3G05060,0.009393386077803456
AT5G17330,AT3G51240,0.009392221256366797
AT2G10240,AT2G46680,0.009390720142351868
AT2G42700,AT1G06890,0.009388378308463964
AT4G38950,AT3G22120,0.009387698151489628
AT1G30650,AT2G39310,0.009387525045558925
AT2G30120,AT1G21340,0.009384622859197788
AT1G77885,AT4G33070,0.009382149904111592
AT5G02200,AT3G54560,0.009376960245876606
AT1G58050,AT2G26530,0.00937235652440653
AT1G07230,AT2G02180,0.009370583485826096
AT1G72230,AT4G38080,0.009360837948967426
AT3G47990,AT3G18250,0.009359307615055351
AT1G05205,AT5G55240,0.009359184750661933
AT3G45890,AT5G48850,0.009359177663267581
AT1G23440,AT3G16140,0.009352265276079675
AT4G34940,AT5G44550,0.009351897535239923
AT2G44250,AT3G48080,0.009346806723425539
AT5G42250,AT2G47770,0.009345948710466767
AT5G14910,AT3G47470,0.00934514054628937
AT2G35350,AT3G54580,0.009344083474883476
AT1G35110,AT3G33004,0.009339107780015295
AT4G36360,AT3G46320,0.009337792485033124
AT5G44700,AT2G47770,0.009337336005155803
AT1G71940,AT2G07600,0.009337299245519475
AT1G20630,AT2G30990,0.0093266806357397
AT4G25020,AT5G54270,0.009325127909264663
AT3G54200,AT5G14910,0.009325045115073113
AT3G14200,AT4G02770,0.009324895356346879
AT4G33030,AT5G55240,0.009324760781230759
AT2G15440,AT3G59900,0.009324009634519912
AT5G54850,AT2G14640,0.009323819732979582
AT5G38240,AT4G25630,0.00932381354164853
AT2G16130,AT4G01985,0.009319852154066029
AT1G79850,AT5G44120,0.009316026069965157
AT1G71940,AT3G33000,0.00931360634663352
AT4G36360,AT3G45980,0.009306204359833311
AT1G63240,AT1G01580,0.009303420118944068
AT2G47380,AT4G28520,0.009303160594446495
AT3G23540,AT5G37690,0.009302446604113862
AT5G50370,AT1G78680,0.009300490682609002
AT2G19130,AT1G34047,0.009297262945954279
AT3G44530,AT4G02270,0.009297221469850545
AT2G18600,AT4G23650,0.00929491227283115
AT1G04310,AT4G23260,0.009294897794041265
AT2G27810,AT3G08940,0.009293975942891924
AT1G03990,AT4G03060,0.009292559858351363
AT2G12650,AT5G41040,0.009290891492426524
AT4G30935,AT1G16850,0.009289257905239186
AT2G29580,AT4G28520,0.009288400054313762
AT4G01500,AT2G46670,0.009288281927678155
AT5G52870,AT2G45570,0.00928656789175352
AT3G27010,AT5G06870,0.009285407454753522
AT2G39420,AT4G02270,0.009280192487987168
AT5G52570,AT3G28415,0.009274809487637132
AT1G56310,AT1G68850,0.009273083659988269
AT3G54880,AT4G02270,0.009271975891642217
AT5G63750,AT5G59870,0.00927135963231442
AT5G17330,AT3G55120,0.009267920897764114
AT3G59460,AT1G07400,0.009263324961623012
AT5G47870,AT5G17460,0.00926326840431548
AT1G68050,AT2G14760,0.009260364570339954
AT3G02700,AT3G54210,0.009260014921258015
AT3G11890,AT5G19110,0.009257272421026308
AT5G10950,AT5G47670,0.009256763007830208
AT3G14310,AT5G20250,0.009256447343583545
AT2G21820,AT5G62490,0.009256398126738542
AT3G14820,AT5G07340,0.009255119818936229
AT3G54200,AT5G24314,0.00925370826711116
AT1G11420,AT1G56190,0.009250504625931544
AT5G53850,AT1G66410,0.009250311237968382
AT2G17430,AT5G28300,0.009250245403895784
AT3G17910,AT3G03190,0.009247915809936535
AT4G38580,AT1G30870,0.009240365628725029
AT2G40830,AT3G57530,0.009239853213011382
AT3G50170,AT3G58810,0.009233799463096357
AT3G59460,AT2G20560,0.009233471229463105
AT2G12650,AT2G48130,0.009232935792235598
AT1G69630,AT5G57220,0.00923073133376685
AT3G29034,AT3G20890,0.009230095437284012
AT3G18400,AT3G03776,0.009228297994004302
AT1G54440,AT4G25140,0.009226922679344529
AT4G38890,AT4G29230,0.00922587624100013
AT2G16130,AT1G05420,0.009225853127143212
AT2G37030,AT5G09530,0.009224029953919516
AT5G53390,AT1G16510,0.009221647706385337
AT2G30200,AT2G37470,0.0092193129441658
AT4G05060,AT5G35360,0.009218661603500215
AT2G36820,AT1G79930,0.009218198859872734
AT1G23440,AT2G20260,0.009213467468441554
AT4G38950,AT4G01985,0.009213224966053193
AT5G26050,AT5G54810,0.009212952625812286
AT5G12040,AT1G20630,0.009210990467430579
AT2G03530,AT3G22500,0.00920886114740323
AT4G02485,AT1G70610,0.009207533846328895
AT5G26770,AT2G48130,0.009198841838121325
AT5G09580,AT4G30010,0.009197855618718073
AT2G24310,AT1G80310,0.009196635342234008
AT3G16490,AT2G36620,0.009190181695122665
AT1G04080,AT5G26690,0.009189674921820285
AT4G36710,AT5G47110,0.009189382958976717
AT2G42890,AT3G58450,0.009185075057092672
AT1G32030,AT4G39940,0.009183623008955609
AT5G01820,AT3G23050,0.009182370377657472
AT2G44900,AT1G32920,0.009180350854858061
AT1G08600,AT5G44120,0.009176803104913409
AT5G53390,AT5G11890,0.009175036546003431
AT5G38700,AT1G43790,0.009173768033126202
AT5G09580,AT1G02140,0.009171501658492589
AT4G10390,AT2G26340,0.009170871078534143
AT2G01850,AT3G53020,0.009169798831319277
AT2G45030,AT1G07400,0.009169478525874982
AT1G18690,AT4G29430,0.009167756537645901
AT3G14700,AT3G16050,0.009166704223796888
AT5G06380,AT1G64380,0.009166102332291275
AT1G55370,AT5G20250,0.009164162052422629
AT3G25620,AT2G28860,0.009162198278042839
AT1G32930,AT2G26760,0.009157707961717502
AT4G02060,AT1G72520,0.009157013695568218
AT3G15520,AT2G34480,0.009156411704993
AT5G21040,AT1G11475,0.009154414161873448
AT3G54880,AT5G22410,0.00915441085272307
AT5G53390,AT1G72600,0.009154394200889955
AT3G03810,AT3G53730,0.009151824135841832
AT3G12640,AT5G35090,0.009151321412871226
AT5G27540,AT5G24660,0.00914924296806546
AT5G46690,AT5G18180,0.0091484558481194
AT3G07450,AT2G10920,0.00914826670522721
AT2G15690,AT1G07400,0.009147699184714746
AT1G63105,AT5G45510,0.00914706886366544
AT3G48610,AT3G01670,0.009146689208313298
AT4G12130,AT4G39200,0.009138466521340675
AT2G44900,AT3G46620,0.009137992636334403
AT5G05720,AT1G30820,0.009136380142126024
AT1G26110,AT3G54210,0.009134803881728016
AT3G23980,AT3G27220,0.009132002963554568
AT3G14820,AT1G04980,0.009131484543218679
AT5G10780,AT5G07550,0.009128794234939218
AT4G01630,AT5G39050,0.009127292926749016
AT5G19630,AT5G19220,0.009127240466094786
AT3G13070,AT4G22505,0.009126993951679138
AT5G56520,AT3G53430,0.00912680063668634
AT1G07410,AT1G05450,0.009126543474022536
AT3G14230,AT3G09500,0.009126102496595982
AT1G09440,AT2G46240,0.009125934255400493
AT5G61560,AT5G56870,0.009125895215082471
AT3G54740,AT5G23740,0.009125625044861002
AT1G31730,AT1G15690,0.009122954940805304
AT3G20155,AT5G51190,0.009122471136355776
AT5G66920,AT2G41240,0.009121153145893008
AT5G06250,AT2G28740,0.009118258584312327
AT2G31725,AT1G48130,0.009115172526859144
AT4G13160,AT2G10920,0.009113644401830757
AT2G33420,AT1G77120,0.009110258277041363
AT3G62720,AT5G07690,0.009108783169844365
AT3G02450,AT5G14590,0.009108348229719964
AT2G39420,AT1G30870,0.009107964716301136
AT3G52360,AT3G53730,0.00910642103032448
AT1G06590,AT5G48720,0.00910588086057665
AT4G37280,AT3G24500,0.009105634604655603
AT5G61920,AT5G23010,0.009105481537762614
AT2G37430,AT3G20820,0.009105371328075656
AT5G61310,AT2G28740,0.009104809158016718
AT5G45060,AT4G23690,0.009102438509970712
AT4G13970,AT3G07180,0.009101585813673102
AT3G07160,AT1G09620,0.009097621148160354
AT1G65032,AT3G22640,0.009095908603293432
AT3G57640,AT3G17790,0.00909552527803468
AT1G68050,AT1G18590,0.009090233853346476
AT5G51990,AT3G18660,0.009090195517689347
AT3G15740,AT1G16510,0.009089993829524301
AT1G76920,AT4G03100,0.00908823935563673
AT5G51790,AT2G20550,0.009087909457330732
AT4G22720,AT4G21280,0.009087571541151026
AT2G27810,AT1G74470,0.009087316789823498
AT2G36250,AT3G61190,0.009087087980086582
AT4G38890,AT4G29840,0.00908683589224702
AT3G54790,AT2G23270,0.009083979583452473
AT2G44000,AT4G38860,0.00908029091501164
AT3G17430,AT3G19320,0.009079680793574867
AT5G51280,AT5G48850,0.009078743920516691
AT3G03790,AT1G72600,0.009076830213729667
AT2G35910,AT2G45510,0.009075686651112842
AT5G45070,AT1G78370,0.009075056007755215
AT3G44910,AT1G23720,0.009074225085376128
AT2G46490,AT3G17520,0.009069680283396076
AT5G40390,AT5G48930,0.009068927577381434
AT3G55850,AT3G55980,0.009067022628153879
AT4G36770,AT4G26010,0.009066194353206556
AT1G23440,AT5G54270,0.009066185693404148
AT5G56850,AT4G26010,0.009064905120969299
AT3G19553,AT2G20610,0.009062118593052832
AT4G07521,AT4G08540,0.009056428265422812
AT3G05090,AT5G64790,0.009054004769129504
AT1G23440,AT1G61520,0.009051579837188493
AT3G18400,AT4G24260,0.009044871669896386
AT3G13070,AT5G11890,0.00904231217820549
AT1G70610,AT4G26010,0.009039518180407114
AT5G15060,AT5G08640,0.009038631863434574
AT5G53390,AT5G09750,0.009038283738019879
AT5G62630,AT2G28820,0.009037637773314225
AT5G66675,AT1G74450,0.009036614204801296
AT2G47910,AT2G05935,0.00903652130428165
AT1G63220,AT1G08380,0.009033422201643212
AT5G62630,AT1G34680,0.00903310148789738
AT3G13070,AT1G72600,0.009031443840975708
AT5G45113,AT3G48930,0.009030070037294596
AT1G21990,AT3G17520,0.009029031905330196
AT1G02780,AT3G28715,0.009027960350534825
AT4G31300,AT3G60770,0.009027027787689936
AT1G42705,AT1G72600,0.009025439210004505
AT3G14680,AT3G02080,0.009023802760801256
AT3G18400,AT2G46630,0.009022884985772238
AT3G20155,AT2G38470,0.009019526611195474
AT2G21820,AT1G14940,0.009018187754164788
AT4G25750,AT2G26660,0.009017466746986353
AT2G39420,AT2G03720,0.009016211595487354
AT4G35720,AT2G23240,0.009013313919306149
AT3G17910,AT4G12030,0.009012972138093215
AT2G26960,AT2G46400,0.009012261724603881
AT4G33030,AT1G04560,0.009006906050979325
AT3G16000,AT5G59250,0.009004882347646282
AT5G66920,AT5G67330,0.009003535217094303
AT1G70260,AT5G12900,0.009002667396686492
AT4G30935,AT3G50970,0.009001331964832727
AT5G02200,AT5G59690,0.00899916389229518
AT5G44700,AT5G52300,0.00899701890328946
AT2G33420,AT5G10040,0.008994823049111771
AT1G56310,AT2G22510,0.008992918007392126
AT5G46910,AT4G14960,0.008991075662820815
AT5G38820,AT5G46280,0.008990313308593333
AT3G08740,AT4G37930,0.008987821294969313
AT2G29580,AT2G28490,0.008987560455311896
AT5G13110,AT4G39940,0.008987443161709126
AT2G02860,AT4G24680,0.008984227865228987
AT1G71950,AT5G42580,0.008984220071387437
AT1G10110,AT3G32043,0.008983979123779207
AT3G14440,AT4G36500,0.00898374453687192
AT5G39530,AT1G20940,0.008982361528672343
AT2G15690,AT4G25200,0.008981245246646076
AT1G12250,AT3G51280,0.008978341566110316
AT5G03930,AT2G33450,0.008977899907194898
AT4G25750,AT3G17790,0.008977826519404793
AT5G03360,AT1G77490,0.008975791340830078
AT4G36360,AT5G59970,0.008975726750987107
AT2G21880,AT2G34410,0.008974988126775435
AT2G24230,AT5G40950,0.00897485257971065
AT1G15200,AT4G13930,0.008974610794943301
AT3G26235,AT1G80480,0.008970691294926579
AT5G47920,AT5G58420,0.008968593432376661
AT2G21195,AT2G40360,0.008966393463925172
AT3G19553,AT2G46650,0.00896320612910108
AT2G45800,AT1G71740,0.008961878715139688
AT4G17900,AT3G28450,0.008961700968208834
AT1G42705,AT1G80310,0.00896102544438899
AT2G41230,AT4G28250,0.008958325362423409
AT5G08410,AT3G17520,0.008957981233500098
AT3G09650,AT1G34680,0.008957572591703924
AT1G48410,AT5G57930,0.00895547272255562
AT3G14200,AT2G34410,0.00895329146703159
AT3G07910,AT1G32990,0.008952224210221718
AT1G65032,AT2G28490,0.008950145382649459
AT2G44440,AT3G58660,0.00894841552606939
AT3G17490,AT5G42150,0.008947705405037379
AT3G14395,AT1G55670,0.008946858986010409
AT3G14310,AT5G22920,0.008945134866238276
AT4G38950,AT4G22505,0.00894286309033764
AT4G07521,AT2G26530,0.008942311497606251
AT1G07410,AT5G09530,0.008939886410259593
AT1G26570,AT3G17150,0.008937013089623523
AT3G22580,AT3G02040,0.008936473126365148
AT5G11980,AT3G55980,0.00893621899837334
AT5G66220,AT1G04560,0.008933997352875173
AT3G47430,AT5G55710,0.00893260820235196
AT1G70260,AT5G12210,0.008932556422488771
AT5G19430,AT4G33070,0.008929742665310783
AT1G56190,AT3G15518,0.008929709757621774
AT1G13920,AT4G11170,0.008928745245304643
AT2G28160,AT5G22650,0.008927687196449518
AT5G62350,AT3G32990,0.008925813567357221
AT5G07950,AT5G07330,0.008923956589920819
AT2G37250,AT3G02550,0.008923557419217144
AT1G17370,AT2G32060,0.008923474945461795
AT2G07669,AT4G23020,0.008923116672026866
AT4G11393,AT2G37470,0.008923069766159909
AT3G50920,AT5G54490,0.008921649683513982
AT4G13160,AT4G35390,0.008921206801312294
AT5G67320,AT5G51440,0.008921095755247258
AT2G21385,AT2G43400,0.008918446204417828
AT3G22580,AT5G20150,0.008910946226617625
AT4G35720,AT2G15010,0.008909466744724166
AT4G11930,AT4G29700,0.008909295104972835
AT4G01490,AT3G22640,0.008903936715565558
